AreaCode,Year,Litres
CHE,1978,13.4
CHE,1979,13.3
CHE,1980,13.5
CHE,1981,13.7
CHE,1982,14.0
CHE,1983,13.6
CHE,1984,13.5
CHE,1985,13.5
CHE,1986,13.2
CHE,1987,13.2
CHE,1988,13.2
CHE,1989,13.1
CHE,1990,12.9
CHE,1991,12.9
CHE,1992,12.3
CHE,1993,12.1
CHE,1994,11.8
CHE,1995,11.4
CHE,1996,11.3
CHE,1997,11.2
CHE,1998,11.1
CHE,1999,11.1
CHE,2000,11.2
CHE,2001,10.6
CHE,2002,10.3
CHE,2003,10.3
CHE,2004,10.1
CHE,2005,9.7
CHE,2006,9.7
CHE,2007,9.9
CHE,2008,9.9
CHE,2009,9.6
CHE,2010,9.7
CHE,2011,9.5
CHE,2012,9.3
CHE,2013,9.3
CHE,2014,9.1
CHE,2015,8.9
CHE,2016,8.7
CHE,2017,8.6
CHE,2018,8.5
CHE,2019,8.7
CHE,2020,8.5
CHE,2021,8.5
CHE,2022,8.4
TUR,1960,0.9
TUR,1961,0.9
TUR,1962,1.0
TUR,1963,0.8
TUR,1964,0.9
TUR,1965,0.9
TUR,1966,1.0
TUR,1967,1.1
TUR,1968,1.3
TUR,1969,1.1
TUR,1970,1.1
TUR,1971,1.2
TUR,1972,1.3
TUR,1973,1.6
TUR,1974,1.8
TUR,1975,1.8
TUR,1976,2.0
TUR,1977,2.0
TUR,1978,2.0
TUR,1979,2.0
TUR,1980,1.8
TUR,1981,1.6
TUR,1982,1.2
TUR,1983,1.6
TUR,1984,1.7
TUR,1985,1.7
TUR,1986,1.8
TUR,1987,1.3
TUR,1988,1.3
TUR,1989,1.4
TUR,1990,1.4
TUR,1991,1.4
TUR,1992,1.5
TUR,1993,1.6
TUR,1994,1.6
TUR,1995,1.7
TUR,1996,1.6
TUR,1997,1.6
TUR,1998,1.6
TUR,1999,1.6
TUR,2000,1.5
TUR,2001,1.4
TUR,2002,1.4
TUR,2003,1.5
TUR,2004,1.4
TUR,2005,1.3
TUR,2006,1.2
TUR,2007,1.3
TUR,2008,1.5
TUR,2009,1.5
TUR,2010,1.5
TUR,2011,1.5
TUR,2012,1.6
TUR,2013,1.4
TUR,2014,1.5
TUR,2015,1.4
TUR,2016,1.3
TUR,2017,1.4
TUR,2018,1.4
TUR,2019,1.3
TUR,2020,1.2
TUR,2021,1.4
TUR,2022,1.6
GBR,1961,7.1
GBR,1962,7.1
GBR,1963,7.2
GBR,1964,7.5
GBR,1965,7.4
GBR,1966,7.6
GBR,1967,7.7
GBR,1968,7.9
GBR,1969,8.1
GBR,1970,7.1
GBR,1971,7.4
GBR,1972,7.8
GBR,1973,8.7
GBR,1974,9.1
GBR,1975,9.0
GBR,1976,9.3
GBR,1977,8.8
GBR,1978,9.4
GBR,1979,9.8
GBR,1980,9.4
GBR,1981,9.1
GBR,1982,8.8
GBR,1983,9.1
GBR,1984,9.2
GBR,1985,9.3
GBR,1986,9.3
GBR,1987,9.5
GBR,1988,9.8
GBR,1989,9.8
GBR,1990,9.8
GBR,1991,9.4
GBR,1992,9.3
GBR,1993,9.3
GBR,1994,9.6
GBR,1995,9.3
GBR,1996,9.8
GBR,1997,10.0
GBR,1998,9.8
GBR,1999,10.3
GBR,2000,10.4
GBR,2001,10.8
GBR,2002,11.1
GBR,2003,11.3
GBR,2004,11.6
GBR,2005,11.4
GBR,2006,11.0
GBR,2007,11.1
GBR,2008,10.8
GBR,2009,10.1
GBR,2010,10.1
GBR,2011,9.9
GBR,2012,9.6
GBR,2013,9.4
GBR,2014,9.4
GBR,2015,9.5
GBR,2016,9.5
GBR,2017,9.7
GBR,2018,9.8
GBR,2019,9.7
GBR,2020,9.7
GBR,2021,10.0
GBR,2022,9.9
USA,1960,7.8
USA,1961,7.8
USA,1962,8.0
USA,1963,8.1
USA,1964,8.4
USA,1965,8.6
USA,1966,8.8
USA,1967,9.0
USA,1968,9.3
USA,1969,9.5
USA,1970,9.5
USA,1971,9.8
USA,1972,9.6
USA,1973,9.8
USA,1974,10.0
USA,1975,10.1
USA,1976,10.1
USA,1977,9.8
USA,1978,10.1
USA,1979,10.2
USA,1980,10.4
USA,1981,10.4
USA,1982,10.3
USA,1983,10.2
USA,1984,10.0
USA,1985,9.9
USA,1986,9.8
USA,1987,9.7
USA,1988,9.4
USA,1989,9.2
USA,1990,9.3
USA,1991,8.7
USA,1992,8.7
USA,1993,8.4
USA,1994,8.3
USA,1995,8.1
USA,1996,8.2
USA,1997,8.1
USA,1998,8.1
USA,1999,8.2
USA,2000,8.3
USA,2001,8.3
USA,2002,8.3
USA,2003,8.4
USA,2004,8.5
USA,2005,8.5
USA,2006,8.6
USA,2007,8.7
USA,2008,8.7
USA,2009,8.7
USA,2010,8.6
USA,2011,8.7
USA,2012,8.9
USA,2013,8.8
USA,2014,8.8
USA,2015,8.8
USA,2016,8.9
USA,2017,8.9
USA,2018,8.9
USA,2019,9.0
USA,2020,9.2
USA,2021,9.5
