AreaCode,Year,Sex,LitresPerCapita
ROU,2006,Male,34.97
ROU,2006,Total,24.11
ROU,2007,Female,11.97
ROU,2007,Male,35.36
ROU,2007,Total,24.34
ROU,2008,Female,11.95
ROU,2008,Male,35.38
ROU,2008,Total,24.34
ROU,2009,Female,11.76
ROU,2009,Male,34.85
ROU,2009,Total,23.97
ROU,2010,Female,11.44
ROU,2010,Male,33.91
ROU,2010,Total,23.33
ROU,2011,Female,11.24
ROU,2011,Male,33.36
ROU,2011,Total,22.94
ROU,2012,Female,11.13
ROU,2012,Male,33.09
ROU,2012,Total,22.75
ROU,2013,Female,11.06
ROU,2013,Male,32.92
ROU,2013,Total,22.62
ROU,2014,Female,10.98
ROU,2014,Male,32.72
ROU,2014,Total,22.48
ROU,2015,Female,10.88
ROU,2015,Male,32.47
ROU,2015,Total,22.3
ROU,2016,Female,10.84
ROU,2016,Male,32.39
ROU,2016,Total,22.22
ROU,2017,Female,10.87
ROU,2017,Male,32.55
ROU,2017,Total,22.31
ROU,2018,Female,10.89
ROU,2018,Male,32.66
ROU,2018,Total,22.37
ROU,2019,Female,10.89
ROU,2019,Male,32.66
ROU,2019,Total,22.37
ROU,2020,Female,10.77
ROU,2020,Male,32.36
ROU,2020,Total,22.14
RUS,2000,Female,11.71
RUS,2000,Male,33.69
RUS,2000,Total,23.89
RUS,2001,Female,11.71
RUS,2001,Male,33.69
RUS,2001,Total,23.89
RUS,2002,Female,11.88
RUS,2002,Male,34.19
RUS,2002,Total,24.22
RUS,2003,Female,12.0
RUS,2003,Male,34.57
RUS,2003,Total,24.45
RUS,2004,Female,12.05
RUS,2004,Male,34.73
RUS,2004,Total,24.53
RUS,2005,Female,12.02
RUS,2005,Male,34.66
RUS,2005,Total,24.44
RUS,2006,Female,12.01
RUS,2006,Male,34.68
RUS,2006,Total,24.41
RUS,2007,Female,11.91
RUS,2007,Male,34.45
RUS,2007,Total,24.19
RUS,2008,Female,11.7
RUS,2008,Male,33.83
RUS,2008,Total,23.75
RUS,2009,Female,11.38
RUS,2009,Male,32.88
RUS,2009,Total,23.08
RUS,2010,Female,11.11
RUS,2010,Male,32.07
RUS,2010,Total,22.53
RUS,2011,Female,10.93
RUS,2011,Male,31.58
RUS,2011,Total,22.18
RUS,2012,Female,10.69
RUS,2012,Male,30.88
RUS,2012,Total,21.69
RUS,2013,Female,10.35
RUS,2013,Male,29.87
RUS,2013,Total,21.02
RUS,2014,Female,9.92
RUS,2014,Male,28.57
RUS,2014,Total,20.17
RUS,2015,Female,9.62
RUS,2015,Male,27.63
RUS,2015,Total,19.56
RUS,2016,Female,9.26
RUS,2016,Male,26.53
RUS,2016,Total,18.84
RUS,2017,Female,9.02
RUS,2017,Male,25.83
RUS,2017,Total,18.36
RUS,2018,Female,8.8
RUS,2018,Male,25.16
RUS,2018,Total,17.9
RUS,2019,Female,8.8
RUS,2019,Male,25.16
RUS,2019,Total,17.9
RUS,2020,Female,8.86
RUS,2020,Male,25.42
RUS,2020,Total,18.06
RWA,2000,Female,2.63
RWA,2000,Male,6.54
RWA,2000,Total,5.01
RWA,2001,Female,2.63
RWA,2001,Male,6.54
RWA,2001,Total,5.01
RWA,2002,Female,2.62
RWA,2002,Male,6.5
RWA,2002,Total,4.99
RWA,2003,Female,2.51
RWA,2003,Male,6.24
RWA,2003,Total,4.79
RWA,2004,Female,2.51
RWA,2004,Male,6.23
RWA,2004,Total,4.79
RWA,2005,Female,2.52
RWA,2005,Male,6.26
RWA,2005,Total,4.82
RWA,2006,Female,2.5
RWA,2006,Male,6.22
RWA,2006,Total,4.8
RWA,2007,Female,2.35
RWA,2007,Male,5.84
RWA,2007,Total,4.51
RWA,2008,Female,2.23
RWA,2008,Male,5.54
RWA,2008,Total,4.28
RWA,2009,Female,2.23
RWA,2009,Male,5.55
RWA,2009,Total,4.29
RWA,2010,Female,2.19
RWA,2010,Male,5.46
RWA,2010,Total,4.23
RWA,2011,Female,2.19
RWA,2011,Male,5.48
RWA,2011,Total,4.25
RWA,2012,Female,2.18
RWA,2012,Male,5.44
RWA,2012,Total,4.22
RWA,2013,Female,2.25
RWA,2013,Male,5.63
RWA,2013,Total,4.36
RWA,2014,Female,2.33
RWA,2014,Male,5.84
RWA,2014,Total,4.53
RWA,2015,Female,2.34
RWA,2015,Male,5.87
RWA,2015,Total,4.56
RWA,2016,Female,2.31
RWA,2016,Male,5.81
RWA,2016,Total,4.51
RWA,2017,Female,2.28
RWA,2017,Male,5.73
RWA,2017,Total,4.44
RWA,2018,Female,3.02
RWA,2018,Male,7.62
RWA,2018,Total,5.89
RWA,2019,Female,3.02
RWA,2019,Male,7.62
RWA,2019,Total,5.89
RWA,2020,Female,4.39
RWA,2020,Male,11.13
RWA,2020,Total,8.57
KNA,2000,Female,6.16
KNA,2000,Male,16.4
KNA,2000,Total,12.16
KNA,2001,Female,6.16
KNA,2001,Male,16.4
KNA,2001,Total,12.16
KNA,2002,Female,6.2
KNA,2002,Male,16.54
KNA,2002,Total,12.26
KNA,2003,Female,6.33
KNA,2003,Male,16.93
KNA,2003,Total,12.52
KNA,2004,Female,6.68
KNA,2004,Male,17.93
KNA,2004,Total,13.21
KNA,2005,Female,7.08
KNA,2005,Male,19.08
KNA,2005,Total,14.01
KNA,2006,Female,7.2
KNA,2006,Male,19.45
KNA,2006,Total,14.26
KNA,2007,Female,7.09
KNA,2007,Male,19.15
KNA,2007,Total,14.03
KNA,2008,Female,6.79
KNA,2008,Male,18.3
KNA,2008,Total,13.42
KNA,2009,Female,6.37
KNA,2009,Male,17.15
KNA,2009,Total,12.59
KNA,2010,Female,6.03
KNA,2010,Male,16.21
KNA,2010,Total,11.93
KNA,2011,Female,5.78
KNA,2011,Male,15.5
KNA,2011,Total,11.42
KNA,2012,Female,5.75
KNA,2012,Male,15.45
KNA,2012,Total,11.38
KNA,2013,Female,5.74
KNA,2013,Male,15.44
KNA,2013,Total,11.36
KNA,2014,Female,5.72
KNA,2014,Male,15.41
KNA,2014,Total,11.32
KNA,2015,Female,5.74
KNA,2015,Male,15.49
KNA,2015,Total,11.36
KNA,2016,Female,5.78
KNA,2016,Male,15.61
KNA,2016,Total,11.43
KNA,2017,Female,5.83
KNA,2017,Male,15.77
KNA,2017,Total,11.53
KNA,2018,Female,5.88
KNA,2018,Male,15.94
KNA,2018,Total,11.63
KNA,2019,Female,5.88
KNA,2019,Male,15.94
KNA,2019,Total,11.63
KNA,2020,Female,4.63
KNA,2020,Male,12.43
KNA,2020,Total,9.14
LCA,2000,Female,9.24
LCA,2000,Male,24.96
LCA,2000,Total,18.18
LCA,2001,Female,9.24
LCA,2001,Male,24.96
LCA,2001,Total,18.18
LCA,2002,Female,9.44
LCA,2002,Male,25.59
LCA,2002,Total,18.62
LCA,2003,Female,9.46
LCA,2003,Male,25.72
LCA,2003,Total,18.71
LCA,2004,Female,9.79
LCA,2004,Male,26.76
LCA,2004,Total,19.42
LCA,2005,Female,9.85
LCA,2005,Male,26.97
LCA,2005,Total,19.57
LCA,2006,Female,9.96
LCA,2006,Male,27.38
LCA,2006,Total,19.85
LCA,2007,Female,9.7
LCA,2007,Male,26.64
LCA,2007,Total,19.34
LCA,2008,Female,9.24
LCA,2008,Male,25.34
LCA,2008,Total,18.44
LCA,2009,Female,8.77
LCA,2009,Male,23.98
LCA,2009,Total,17.51
LCA,2010,Female,8.44
LCA,2010,Male,23.02
LCA,2010,Total,16.84
LCA,2011,Female,8.18
LCA,2011,Male,22.29
LCA,2011,Total,16.33
LCA,2012,Female,7.89
LCA,2012,Male,21.43
LCA,2012,Total,15.73
LCA,2013,Female,7.72
LCA,2013,Male,20.97
LCA,2013,Total,15.41
LCA,2014,Female,7.62
LCA,2014,Male,20.7
LCA,2014,Total,15.22
LCA,2015,Female,7.7
LCA,2015,Male,20.95
LCA,2015,Total,15.39
LCA,2016,Female,7.77
LCA,2016,Male,21.19
LCA,2016,Total,15.55
LCA,2017,Female,7.9
LCA,2017,Male,21.62
LCA,2017,Total,15.83
LCA,2018,Female,8.19
LCA,2018,Male,22.52
LCA,2018,Total,16.45
LCA,2019,Female,8.19
LCA,2019,Male,22.52
LCA,2019,Total,16.45
LCA,2020,Female,8.08
LCA,2020,Male,22.27
LCA,2020,Total,16.29
VCT,2000,Female,4.86
VCT,2000,Male,12.64
VCT,2000,Total,9.65
VCT,2001,Female,4.86
VCT,2001,Male,12.64
VCT,2001,Total,9.65
VCT,2002,Female,4.89
VCT,2002,Male,12.74
VCT,2002,Total,9.72
VCT,2003,Female,4.99
VCT,2003,Male,13.04
VCT,2003,Total,9.93
VCT,2004,Female,5.26
VCT,2004,Male,13.78
VCT,2004,Total,10.48
VCT,2005,Female,5.42
VCT,2005,Male,14.26
VCT,2005,Total,10.83
VCT,2006,Female,5.56
VCT,2006,Male,14.67
VCT,2006,Total,11.13
VCT,2007,Female,5.8
VCT,2007,Male,15.35
VCT,2007,Total,11.62
VCT,2008,Female,6.08
VCT,2008,Male,16.17
VCT,2008,Total,12.22
VCT,2009,Female,6.36
VCT,2009,Male,16.99
VCT,2009,Total,12.81
VCT,2010,Female,6.34
VCT,2010,Male,16.97
VCT,2010,Total,12.8
VCT,2011,Female,6.27
VCT,2011,Male,16.79
VCT,2011,Total,12.67
VCT,2012,Female,6.24
VCT,2012,Male,16.71
VCT,2012,Total,12.61
VCT,2013,Female,6.25
VCT,2013,Male,16.79
VCT,2013,Total,12.66
VCT,2014,Female,6.39
VCT,2014,Male,17.19
VCT,2014,Total,12.95
VCT,2015,Female,6.54
VCT,2015,Male,17.65
VCT,2015,Total,13.27
VCT,2016,Female,6.65
VCT,2016,Male,17.99
VCT,2016,Total,13.51
VCT,2017,Female,6.66
VCT,2017,Male,18.06
VCT,2017,Total,13.56
VCT,2018,Female,6.6
VCT,2018,Male,17.92
VCT,2018,Total,13.46
VCT,2019,Female,6.6
VCT,2019,Male,17.92
VCT,2019,Total,13.46
VCT,2020,Female,5.46
VCT,2020,Male,14.7
VCT,2020,Total,11.11
WSM,2000,Female,6.14
WSM,2000,Male,15.86
WSM,2000,Total,12.55
WSM,2001,Female,6.14
WSM,2001,Male,15.86
WSM,2001,Total,12.55
WSM,2002,Female,6.18
WSM,2002,Male,16.01
WSM,2002,Total,12.66
WSM,2003,Female,6.18
WSM,2003,Male,16.02
WSM,2003,Total,12.66
WSM,2004,Female,6.15
WSM,2004,Male,15.99
WSM,2004,Total,12.62
WSM,2005,Female,5.9
WSM,2005,Male,15.34
WSM,2005,Total,12.12
WSM,2006,Female,5.75
WSM,2006,Male,14.96
WSM,2006,Total,11.82
WSM,2007,Female,5.66
WSM,2007,Male,14.74
WSM,2007,Total,11.64
WSM,2008,Female,5.32
WSM,2008,Male,13.86
WSM,2008,Total,10.95
WSM,2009,Female,5.0
WSM,2009,Male,13.01
WSM,2009,Total,10.29
WSM,2010,Female,4.3
WSM,2010,Male,11.16
WSM,2010,Total,8.85
WSM,2011,Female,4.09
WSM,2011,Male,10.61
WSM,2011,Total,8.41
WSM,2012,Female,3.69
WSM,2012,Male,9.57
WSM,2012,Total,7.59
WSM,2013,Female,3.65
WSM,2013,Male,9.47
WSM,2013,Total,7.51
WSM,2014,Female,3.54
WSM,2014,Male,9.17
WSM,2014,Total,7.27
WSM,2015,Female,3.71
WSM,2015,Male,9.64
WSM,2015,Total,7.63
WSM,2016,Female,3.83
WSM,2016,Male,9.95
WSM,2016,Total,7.87
WSM,2017,Female,3.98
WSM,2017,Male,10.33
WSM,2017,Total,8.16
WSM,2018,Female,4.0
WSM,2018,Male,10.38
WSM,2018,Total,8.19
WSM,2019,Female,4.0
WSM,2019,Male,10.38
WSM,2019,Total,8.19
WSM,2020,Female,3.94
WSM,2020,Male,10.23
WSM,2020,Total,8.07
SMR,2016,Female,
SMR,2016,Male,
SMR,2016,Total,
STP,2000,Female,6.57
STP,2000,Male,16.71
STP,2000,Total,12.38
STP,2001,Female,6.57
STP,2001,Male,16.71
STP,2001,Total,12.38
STP,2002,Female,6.93
STP,2002,Male,17.69
STP,2002,Total,13.08
STP,2003,Female,7.21
STP,2003,Male,18.46
STP,2003,Total,13.63
STP,2004,Female,7.08
STP,2004,Male,18.16
STP,2004,Total,13.42
STP,2005,Female,6.81
STP,2005,Male,17.43
STP,2005,Total,12.91
STP,2006,Female,6.49
STP,2006,Male,16.6
STP,2006,Total,12.33
STP,2007,Female,6.16
STP,2007,Male,15.75
STP,2007,Total,11.72
STP,2008,Female,5.76
STP,2008,Male,14.68
STP,2008,Total,10.96
STP,2009,Female,5.45
STP,2009,Male,13.9
STP,2009,Total,10.4
STP,2010,Female,5.68
STP,2010,Male,14.53
STP,2010,Total,10.86
STP,2011,Female,6.01
STP,2011,Male,15.45
STP,2011,Total,11.51
STP,2012,Female,6.37
STP,2012,Male,16.47
STP,2012,Total,12.24
STP,2013,Female,6.26
STP,2013,Male,16.22
STP,2013,Total,12.06
STP,2014,Female,5.99
STP,2014,Male,15.53
STP,2014,Total,11.57
STP,2015,Female,5.59
STP,2015,Male,14.45
STP,2015,Total,10.8
STP,2016,Female,5.13
STP,2016,Male,13.24
STP,2016,Total,9.93
STP,2017,Female,4.96
STP,2017,Male,12.79
STP,2017,Total,9.6
STP,2018,Female,4.88
STP,2018,Male,12.6
STP,2018,Total,9.46
STP,2019,Female,4.88
STP,2019,Male,12.6
STP,2019,Total,9.46
STP,2020,Female,4.72
STP,2020,Male,12.19
STP,2020,Total,9.16
SAU,2000,Female,
SAU,2000,Male,
SAU,2000,Total,
SAU,2001,Female,
SAU,2001,Male,
SAU,2001,Total,
SAU,2002,Female,
SAU,2002,Male,
SAU,2002,Total,
SAU,2003,Female,
SAU,2003,Male,
SAU,2003,Total,
SAU,2004,Female,
SAU,2004,Male,
SAU,2004,Total,
SAU,2005,Female,
SAU,2005,Male,
SAU,2005,Total,
SAU,2006,Female,
SAU,2006,Male,
SAU,2006,Total,
SAU,2007,Female,
SAU,2007,Male,
SAU,2007,Total,
SAU,2008,Female,
SAU,2008,Male,
SAU,2008,Total,
SAU,2009,Female,
SAU,2009,Male,
SAU,2009,Total,
SAU,2010,Female,
SAU,2010,Male,
SAU,2010,Total,
SAU,2011,Female,
SAU,2011,Male,
SAU,2011,Total,
SAU,2012,Female,
SAU,2012,Male,
SAU,2012,Total,
SAU,2013,Female,
SAU,2013,Male,
SAU,2013,Total,
SAU,2014,Female,
SAU,2014,Male,
SAU,2014,Total,
SAU,2015,Female,
SAU,2015,Male,
SAU,2015,Total,
SAU,2016,Female,
SAU,2016,Male,
SAU,2016,Total,
SAU,2017,Female,
SAU,2017,Male,
SAU,2017,Total,
SAU,2018,Female,
SAU,2018,Male,
SAU,2018,Total,
SAU,2019,Female,
SAU,2019,Male,
SAU,2019,Total,
SAU,2020,Female,
SAU,2020,Male,
SAU,2020,Total,
SEN,2000,Female,2.31
SEN,2000,Male,6.11
SEN,2000,Total,4.95
SEN,2001,Female,2.31
SEN,2001,Male,6.11
SEN,2001,Total,4.95
SEN,2002,Female,2.42
SEN,2002,Male,6.4
SEN,2002,Total,5.18
SEN,2003,Female,2.39
SEN,2003,Male,6.33
SEN,2003,Total,5.12
SEN,2004,Female,2.3
SEN,2004,Male,6.09
SEN,2004,Total,4.93
SEN,2005,Female,2.29
SEN,2005,Male,6.07
SEN,2005,Total,4.91
SEN,2006,Female,2.28
SEN,2006,Male,6.04
SEN,2006,Total,4.88
SEN,2007,Female,2.31
SEN,2007,Male,6.12
SEN,2007,Total,4.94
SEN,2008,Female,2.22
SEN,2008,Male,5.88
SEN,2008,Total,4.76
SEN,2009,Female,2.11
SEN,2009,Male,5.6
SEN,2009,Total,4.53
SEN,2010,Female,2.01
SEN,2010,Male,5.32
SEN,2010,Total,4.3
SEN,2011,Female,1.93
SEN,2011,Male,5.13
SEN,2011,Total,4.14
SEN,2012,Female,1.86
SEN,2012,Male,4.94
SEN,2012,Total,4.0
SEN,2013,Female,1.78
SEN,2013,Male,4.72
SEN,2013,Total,3.81
SEN,2014,Female,1.74
SEN,2014,Male,4.64
SEN,2014,Total,3.75
SEN,2015,Female,1.8
SEN,2015,Male,4.8
SEN,2015,Total,3.88
SEN,2016,Female,1.86
SEN,2016,Male,4.95
SEN,2016,Total,4.01
SEN,2017,Female,1.93
SEN,2017,Male,5.16
SEN,2017,Total,4.17
SEN,2018,Female,1.95
SEN,2018,Male,5.2
SEN,2018,Total,4.21
SEN,2019,Female,1.95
SEN,2019,Male,5.2
SEN,2019,Total,4.21
SEN,2020,Female,1.83
SEN,2020,Male,4.89
SEN,2020,Total,3.96
SRB,2016,Female,8.6
SRB,2016,Male,24.8
SRB,2016,Total,18.2
SYC,2000,Female,6.93
SYC,2000,Male,18.49
SYC,2000,Total,13.86
SYC,2001,Female,6.93
SYC,2001,Male,18.49
SYC,2001,Total,13.86
SYC,2002,Female,7.09
SYC,2002,Male,18.99
SYC,2002,Total,14.22
SYC,2003,Female,7.13
SYC,2003,Male,19.12
SYC,2003,Total,14.34
SYC,2004,Female,7.18
SYC,2004,Male,19.32
SYC,2004,Total,14.5
SYC,2005,Female,7.25
SYC,2005,Male,19.55
SYC,2005,Total,14.67
SYC,2006,Female,7.66
SYC,2006,Male,20.79
SYC,2006,Total,15.56
SYC,2007,Female,7.38
SYC,2007,Male,20.01
SYC,2007,Total,15.01
SYC,2008,Female,6.9
SYC,2008,Male,18.66
SYC,2008,Total,14.06
SYC,2009,Female,6.48
SYC,2009,Male,17.46
SYC,2009,Total,13.22
SYC,2010,Female,6.82
SYC,2010,Male,18.49
SYC,2010,Total,13.97
SYC,2011,Female,7.57
SYC,2011,Male,20.74
SYC,2011,Total,15.61
SYC,2012,Female,7.98
SYC,2012,Male,21.98
SYC,2012,Total,16.51
SYC,2013,Female,8.19
SYC,2013,Male,22.66
SYC,2013,Total,17.02
SYC,2014,Female,8.47
SYC,2014,Male,23.59
SYC,2014,Total,17.69
SYC,2015,Female,9.22
SYC,2015,Male,25.96
SYC,2015,Total,19.37
SYC,2016,Female,9.58
SYC,2016,Male,27.16
SYC,2016,Total,20.23
SYC,2017,Female,9.34
SYC,2017,Male,26.47
SYC,2017,Total,19.74
SYC,2018,Female,9.04
SYC,2018,Male,25.58
SYC,2018,Total,19.11
SYC,2019,Female,9.04
SYC,2019,Male,25.58
SYC,2019,Total,19.11
SYC,2020,Female,7.96
SYC,2020,Male,22.34
SYC,2020,Total,16.83
SLE,2000,Female,0.53
SLE,2000,Male,1.34
SLE,2000,Total,1.11
SLE,2001,Female,0.53
SLE,2001,Male,1.34
SLE,2001,Total,1.11
SLE,2002,Female,0.57
SLE,2002,Male,1.44
SLE,2002,Total,1.2
SLE,2003,Female,0.63
SLE,2003,Male,1.6
SLE,2003,Total,1.33
SLE,2004,Female,0.59
SLE,2004,Male,1.5
SLE,2004,Total,1.25
SLE,2005,Female,0.57
SLE,2005,Male,1.44
SLE,2005,Total,1.2
SLE,2006,Female,0.58
SLE,2006,Male,1.46
SLE,2006,Total,1.22
SLE,2007,Female,0.66
SLE,2007,Male,1.68
SLE,2007,Total,1.4
SLE,2008,Female,0.74
SLE,2008,Male,1.87
SLE,2008,Total,1.57
SLE,2009,Female,0.79
SLE,2009,Male,2.0
SLE,2009,Total,1.67
SLE,2010,Female,0.85
SLE,2010,Male,2.15
SLE,2010,Total,1.8
SLE,2011,Female,0.95
SLE,2011,Male,2.43
SLE,2011,Total,2.03
SLE,2012,Female,1.1
SLE,2012,Male,2.81
SLE,2012,Total,2.35
SLE,2013,Female,1.09
SLE,2013,Male,2.78
SLE,2013,Total,2.32
SLE,2014,Female,1.03
SLE,2014,Male,2.61
SLE,2014,Total,2.18
SLE,2015,Female,0.83
SLE,2015,Male,2.1
SLE,2015,Total,1.76
SLE,2016,Female,0.74
SLE,2016,Male,1.89
SLE,2016,Total,1.58
SLE,2017,Female,0.69
SLE,2017,Male,1.75
SLE,2017,Total,1.47
SLE,2018,Female,0.72
SLE,2018,Male,1.83
SLE,2018,Total,1.53
SLE,2019,Female,0.72
SLE,2019,Male,1.83
SLE,2019,Total,1.53
SLE,2020,Female,0.8
SLE,2020,Male,2.03
SLE,2020,Total,1.7
SGP,2000,Female,1.91
SGP,2000,Male,5.09
SGP,2000,Total,3.78
SGP,2001,Female,1.91
SGP,2001,Male,5.09
SGP,2001,Total,3.78
SGP,2002,Female,1.74
SGP,2002,Male,4.64
SGP,2002,Total,3.44
SGP,2003,Female,1.55
SGP,2003,Male,4.13
SGP,2003,Total,3.06
SGP,2004,Female,1.35
SGP,2004,Male,3.59
SGP,2004,Total,2.65
SGP,2005,Female,1.36
SGP,2005,Male,3.63
SGP,2005,Total,2.68
SGP,2006,Female,1.38
SGP,2006,Male,3.69
SGP,2006,Total,2.72
SGP,2007,Female,1.42
SGP,2007,Male,3.79
SGP,2007,Total,2.8
SGP,2008,Female,1.45
SGP,2008,Male,3.9
SGP,2008,Total,2.89
SGP,2009,Female,1.5
SGP,2009,Male,4.04
SGP,2009,Total,3.0
SGP,2010,Female,1.54
SGP,2010,Male,4.14
SGP,2010,Total,3.07
SGP,2011,Female,1.57
SGP,2011,Male,4.24
SGP,2011,Total,3.14
SGP,2012,Female,1.57
SGP,2012,Male,4.23
SGP,2012,Total,3.14
SGP,2013,Female,1.55
SGP,2013,Male,4.19
SGP,2013,Total,3.11
SGP,2014,Female,1.52
SGP,2014,Male,4.1
SGP,2014,Total,3.05
SGP,2015,Female,1.51
SGP,2015,Male,4.08
SGP,2015,Total,3.03
SGP,2016,Female,1.48
SGP,2016,Male,4.03
SGP,2016,Total,2.99
SGP,2017,Female,1.48
SGP,2017,Male,4.03
SGP,2017,Total,2.98
SGP,2018,Female,1.46
SGP,2018,Male,3.99
SGP,2018,Total,2.95
SGP,2019,Female,1.46
SGP,2019,Male,3.99
SGP,2019,Total,2.95
SGP,2020,Female,1.42
SGP,2020,Male,3.89
SGP,2020,Total,2.88
SVK,2000,Female,7.85
SVK,2000,Male,22.12
SVK,2000,Total,15.5
SVK,2001,Female,7.85
SVK,2001,Male,22.12
SVK,2001,Total,15.5
SVK,2002,Female,7.61
SVK,2002,Male,21.42
SVK,2002,Total,15.02
SVK,2003,Female,7.46
SVK,2003,Male,20.99
SVK,2003,Total,14.73
SVK,2004,Female,7.43
SVK,2004,Male,20.95
SVK,2004,Total,14.7
SVK,2005,Female,7.47
SVK,2005,Male,21.11
SVK,2005,Total,14.8
SVK,2006,Female,7.54
SVK,2006,Male,21.34
SVK,2006,Total,14.94
SVK,2007,Female,7.59
SVK,2007,Male,21.56
SVK,2007,Total,15.08
SVK,2008,Female,7.62
SVK,2008,Male,21.7
SVK,2008,Total,15.17
SVK,2009,Female,7.51
SVK,2009,Male,21.41
SVK,2009,Total,14.96
SVK,2010,Female,7.29
SVK,2010,Male,20.77
SVK,2010,Total,14.53
SVK,2011,Female,7.17
SVK,2011,Male,20.45
SVK,2011,Total,14.31
SVK,2012,Female,7.09
SVK,2012,Male,20.28
SVK,2012,Total,14.19
SVK,2013,Female,7.07
SVK,2013,Male,20.25
SVK,2013,Total,14.16
SVK,2014,Female,7.07
SVK,2014,Male,20.3
SVK,2014,Total,14.19
SVK,2015,Female,7.05
SVK,2015,Male,20.3
SVK,2015,Total,14.19
SVK,2016,Female,6.94
SVK,2016,Male,20.0
SVK,2016,Total,13.99
SVK,2017,Female,6.89
SVK,2017,Male,19.89
SVK,2017,Total,13.91
SVK,2018,Female,7.11
SVK,2018,Male,20.61
SVK,2018,Total,14.4
SVK,2019,Female,7.11
SVK,2019,Male,20.61
SVK,2019,Total,14.4
SVK,2020,Female,7.22
SVK,2020,Male,21.01
SVK,2020,Total,14.66
SVN,2000,Female,8.33
SVN,2000,Male,24.0
SVN,2000,Total,16.79
SVN,2001,Female,8.33
SVN,2001,Male,24.0
SVN,2001,Total,16.79
SVN,2002,Female,8.08
SVN,2002,Male,23.25
SVN,2002,Total,16.3
SVN,2003,Female,7.77
SVN,2003,Male,22.31
SVN,2003,Total,15.67
SVN,2004,Female,7.98
SVN,2004,Male,23.01
SVN,2004,Total,16.14
SVN,2005,Female,8.08
SVN,2005,Male,23.35
SVN,2005,Total,16.38
SVN,2006,Female,8.23
SVN,2006,Male,23.85
SVN,2006,Total,16.72
SVN,2007,Female,8.14
SVN,2007,Male,23.63
SVN,2007,Total,16.57
SVN,2008,Female,7.81
SVN,2008,Male,22.61
SVN,2008,Total,15.9
SVN,2009,Female,7.66
SVN,2009,Male,22.2
SVN,2009,Total,15.64
SVN,2010,Female,7.59
SVN,2010,Male,22.01
SVN,2010,Total,15.52
SVN,2011,Female,7.65
SVN,2011,Male,22.24
SVN,2011,Total,15.68
SVN,2012,Female,7.49
SVN,2012,Male,21.77
SVN,2012,Total,15.36
SVN,2013,Female,7.53
SVN,2013,Male,21.95
SVN,2013,Total,15.48
SVN,2014,Female,7.62
SVN,2014,Male,22.25
SVN,2014,Total,15.68
SVN,2015,Female,7.77
SVN,2015,Male,22.78
SVN,2015,Total,16.04
SVN,2016,Female,7.6
SVN,2016,Male,22.27
SVN,2016,Total,15.71
SVN,2017,Female,7.3
SVN,2017,Male,21.34
SVN,2017,Total,15.08
SVN,2018,Female,7.37
SVN,2018,Male,21.58
SVN,2018,Total,15.26
SVN,2019,Female,7.37
SVN,2019,Male,21.58
SVN,2019,Total,15.26
SVN,2020,Female,7.02
SVN,2020,Male,20.55
SVN,2020,Total,14.59
SLB,2000,Female,1.47
SLB,2000,Male,3.73
SLB,2000,Total,2.99
SLB,2001,Female,1.47
SLB,2001,Male,3.73
SLB,2001,Total,2.99
SLB,2002,Female,1.3
SLB,2002,Male,3.29
SLB,2002,Total,2.63
SLB,2003,Female,1.76
SLB,2003,Male,4.47
SLB,2003,Total,3.57
SLB,2004,Female,1.82
SLB,2004,Male,4.63
SLB,2004,Total,3.7
SLB,2005,Female,1.99
SLB,2005,Male,5.06
SLB,2005,Total,4.04
SLB,2006,Female,1.93
SLB,2006,Male,4.91
SLB,2006,Total,3.91
SLB,2007,Female,1.99
SLB,2007,Male,5.07
SLB,2007,Total,4.04
SLB,2008,Female,2.14
SLB,2008,Male,5.46
SLB,2008,Total,4.34
SLB,2009,Female,2.14
SLB,2009,Male,5.45
SLB,2009,Total,4.33
SLB,2010,Female,2.11
SLB,2010,Male,5.39
SLB,2010,Total,4.28
SLB,2011,Female,1.92
SLB,2011,Male,4.9
SLB,2011,Total,3.89
SLB,2012,Female,1.82
SLB,2012,Male,4.65
SLB,2012,Total,3.7
SLB,2013,Female,1.78
SLB,2013,Male,4.53
SLB,2013,Total,3.6
SLB,2014,Female,1.8
SLB,2014,Male,4.59
SLB,2014,Total,3.64
SLB,2015,Female,2.03
SLB,2015,Male,5.19
SLB,2015,Total,4.11
SLB,2016,Female,2.28
SLB,2016,Male,5.82
SLB,2016,Total,4.62
SLB,2017,Female,2.8
SLB,2017,Male,7.17
SLB,2017,Total,5.67
SLB,2018,Female,2.94
SLB,2018,Male,7.51
SLB,2018,Total,5.94
SLB,2019,Female,2.94
SLB,2019,Male,7.51
SLB,2019,Total,5.94
SLB,2020,Female,2.67
SLB,2020,Male,6.84
SLB,2020,Total,5.42
SOM,2000,Female,
SOM,2000,Male,
SOM,2000,Total,
SOM,2001,Female,
SOM,2001,Male,
SOM,2001,Total,
SOM,2002,Female,
SOM,2002,Male,
SOM,2002,Total,
SOM,2003,Female,
SOM,2003,Male,
SOM,2003,Total,
SOM,2004,Female,
SOM,2004,Male,
SOM,2004,Total,
SOM,2005,Female,
SOM,2005,Male,
SOM,2005,Total,
SOM,2006,Female,
SOM,2006,Male,
SOM,2006,Total,
SOM,2007,Female,
SOM,2007,Male,
SOM,2007,Total,
SOM,2008,Female,
SOM,2008,Male,
SOM,2008,Total,
SOM,2009,Female,
