Cause,AreaCode,Sex,Deaths,LitresPerCapita,Population
AlcoholicCardiomyopathyNumber,PRY,Female,0.4532358571425306,2.37,2308.1349999999998
AlcoholicCardiomyopathyNumber,PRY,Male,7.453999738760727,8.85,2298.128
AlcoholicCardiomyopathyNumber,QAT,Both,0.4460071352084179,1.15,2390.663
AlcoholicCardiomyopathyNumber,QAT,Female,0.1040498625387189,0.26,547.719
AlcoholicCardiomyopathyNumber,QAT,Male,0.3419572726696993,1.4,1842.95
AlcoholicCardiomyopathyNumber,ROU,Both,729.7967332381168,16.99,16372.693
AlcoholicCardiomyopathyNumber,ROU,Female,120.49625347971354,7.51,8526.677
AlcoholicCardiomyopathyNumber,ROU,Male,609.3004797584034,27.3,7846.012
AlcoholicCardiomyopathyNumber,RUS,Both,28608.110119156587,10.42,120685.512
AlcoholicCardiomyopathyNumber,RUS,Female,7100.894395071174,4.17,65902.392
AlcoholicCardiomyopathyNumber,RUS,Male,21507.215724085432,17.95,54783.12
AlcoholicCardiomyopathyNumber,RWA,Both,0.0822016118004324,1.88,7708.735
AlcoholicCardiomyopathyNumber,RWA,Female,0.0088881558249752,0.69,4038.717
AlcoholicCardiomyopathyNumber,RWA,Male,0.073313455975457,3.18,3670.018
AlcoholicCardiomyopathyNumber,SAU,Both,13.399805645919113,0.0,22625.752
AlcoholicCardiomyopathyNumber,SAU,Female,9.47209978769197,0.0,8009.462
AlcoholicCardiomyopathyNumber,SAU,Male,3.927705858227146,0.0,14616.291
AlcoholicCardiomyopathyNumber,SDN,Both,12.990093148137491,0.005,26563.731
AlcoholicCardiomyopathyNumber,SDN,Female,5.17653892846709,0.001,13568.498
AlcoholicCardiomyopathyNumber,SDN,Male,7.813554219670389,0.009,12995.231
AlcoholicCardiomyopathyNumber,SEN,Both,4.671158130828287,0.41,9671.2
AlcoholicCardiomyopathyNumber,SEN,Female,0.5103578433846883,0.11,4859.102
AlcoholicCardiomyopathyNumber,SEN,Male,4.16080028744359,0.73,4812.096
AlcoholicCardiomyopathyNumber,SGP,Both,2.507667734983752,1.87,4977.1359999999995
AlcoholicCardiomyopathyNumber,SGP,Female,0.1194172619977492,0.8,2400.092
AlcoholicCardiomyopathyNumber,SGP,Male,2.3882504729859977,2.85,2577.04
AlcoholicCardiomyopathyNumber,SLB,Both,0.2036226725317998,1.62,446.247
AlcoholicCardiomyopathyNumber,SLB,Female,0.0512783630470878,0.55,219.261
AlcoholicCardiomyopathyNumber,SLB,Male,0.1523443094847117,2.65,226.989
AlcoholicCardiomyopathyNumber,SLE,Both,2.6233540607958994,0.26,4623.621
AlcoholicCardiomyopathyNumber,SLE,Female,0.2008179591307846,0.066,2335.732
AlcoholicCardiomyopathyNumber,SLE,Male,2.422536101665115,0.47,2287.893
AlcoholicCardiomyopathyNumber,SLV,Both,2.017347116553965,3.28,4562.525
AlcoholicCardiomyopathyNumber,SLV,Female,0.1690862661954874,1.32,2459.448
AlcoholicCardiomyopathyNumber,SLV,Male,1.8482608503584763,5.56,2103.08
AlcoholicCardiomyopathyNumber,SOM,Both,0.155067587798394,0.0,8474.280999999999
AlcoholicCardiomyopathyNumber,SOM,Female,0.0109480205443204,0.0,4277.21
AlcoholicCardiomyopathyNumber,SOM,Male,0.1441195672540735,0.0,4197.076
AlcoholicCardiomyopathyNumber,SRB,Both,454.9836870442085,7.89,5973.242
AlcoholicCardiomyopathyNumber,SRB,Female,27.519031945574344,3.35,3154.777
AlcoholicCardiomyopathyNumber,SRB,Male,427.4646550986338,12.94,2818.462
AlcoholicCardiomyopathyNumber,STP,Both,0.0615937619360379,5.01,127.02799999999999
AlcoholicCardiomyopathyNumber,STP,Female,0.0072205643166585,2.09,63.983
AlcoholicCardiomyopathyNumber,STP,Male,0.0543731976193793,7.95,63.046
AlcoholicCardiomyopathyNumber,SUR,Both,4.212258538468904,6.63,441.216
AlcoholicCardiomyopathyNumber,SUR,Female,0.3331317019878103,2.57,221.006
AlcoholicCardiomyopathyNumber,SUR,Male,3.8791268364810993,10.77,220.209
AlcoholicCardiomyopathyNumber,SVK,Both,114.23012835781964,10.48,4589.745
AlcoholicCardiomyopathyNumber,SVK,Female,6.379607563928032,4.61,2369.33
AlcoholicCardiomyopathyNumber,SVK,Male,107.85052079389168,16.74,2220.414
AlcoholicCardiomyopathyNumber,SVN,Both,70.30854933039681,10.98,1768.684
AlcoholicCardiomyopathyNumber,SVN,Female,32.04501464113185,4.69,887.956
AlcoholicCardiomyopathyNumber,SVN,Male,38.26353468926493,17.33,880.729
AlcoholicCardiomyopathyNumber,SWE,Both,100.08229524402049,9.3,8451.836
AlcoholicCardiomyopathyNumber,SWE,Female,8.081175218328811,4.18,4222.661
AlcoholicCardiomyopathyNumber,SWE,Male,92.00112002569168,14.42,4229.181
AlcoholicCardiomyopathyNumber,SWZ,Both,0.0209904935235577,8.09,765.533
AlcoholicCardiomyopathyNumber,SWZ,Female,0.0052191991993867,2.73,394.882
AlcoholicCardiomyopathyNumber,SWZ,Male,0.0157712943241709,13.66,370.654
AlcoholicCardiomyopathyNumber,SYC,Both,0.0545287540073168,11.99,93.256
AlcoholicCardiomyopathyNumber,SYC,Female,0.0033906538856964,4.72,41.445
AlcoholicCardiomyopathyNumber,SYC,Male,0.0511381001216205,18.41,51.812
AlcoholicCardiomyopathyNumber,SYR,Both,8.99158614894701,0.2,13004.899
AlcoholicCardiomyopathyNumber,SYR,Female,2.7457189776498705,0.044,6593.937
AlcoholicCardiomyopathyNumber,SYR,Male,6.245867171297139,0.36,6410.963
AlcoholicCardiomyopathyNumber,TCD,Both,4.071669950716051,3.73,8655.945
AlcoholicCardiomyopathyNumber,TCD,Female,0.3127765614742894,1.2,4358.13
AlcoholicCardiomyopathyNumber,TCD,Male,3.758893389241765,6.3,4297.819
AlcoholicCardiomyopathyNumber,TGO,Both,2.7798109154495427,1.42,4999.415
AlcoholicCardiomyopathyNumber,TGO,Female,0.1572599855483395,0.52,2493.58
AlcoholicCardiomyopathyNumber,TGO,Male,2.622550929901201,2.31,2505.834
AlcoholicCardiomyopathyNumber,THA,Both,26.992376624836684,7.85,59684.312
AlcoholicCardiomyopathyNumber,THA,Female,1.9793794345828493,3.04,30752.594
AlcoholicCardiomyopathyNumber,THA,Male,25.01299719025386,13.01,28931.715
AlcoholicCardiomyopathyNumber,TJK,Both,0.0491744822953639,0.87,6068.67
AlcoholicCardiomyopathyNumber,TJK,Female,0.0064794652452792,0.24,3136.026
AlcoholicCardiomyopathyNumber,TJK,Male,0.0426950170500846,1.5,2932.643
AlcoholicCardiomyopathyNumber,TKM,Both,27.203950714326428,2.93,4703.612
AlcoholicCardiomyopathyNumber,TKM,Female,5.467010437392325,0.84,2447.629
AlcoholicCardiomyopathyNumber,TKM,Male,21.736940276934096,5.12,2255.985
AlcoholicCardiomyopathyNumber,TLS,Both,0.5144519531498157,0.4,825.0939999999999
AlcoholicCardiomyopathyNumber,TLS,Female,0.0678609333218089,0.15,410.057
AlcoholicCardiomyopathyNumber,TLS,Male,0.4465910198280067,0.65,415.041
AlcoholicCardiomyopathyNumber,TON,Both,0.0289201738681111,0.38,67.641
AlcoholicCardiomyopathyNumber,TON,Female,0.0093404363224863,0.13,35.766
AlcoholicCardiomyopathyNumber,TON,Male,0.0195797375456246,0.64,31.876
AlcoholicCardiomyopathyNumber,TTO,Both,14.861178899895206,6.06,1205.171
AlcoholicCardiomyopathyNumber,TTO,Female,0.2210012804018559,2.42,611.535
AlcoholicCardiomyopathyNumber,TTO,Male,14.64017761949335,9.86,593.636
AlcoholicCardiomyopathyNumber,TUN,Both,8.965935655063605,2.01,8893.075
AlcoholicCardiomyopathyNumber,TUN,Female,4.161680562253332,0.49,4541.702
AlcoholicCardiomyopathyNumber,TUN,Male,4.804255092810279,3.61,4351.372
AlcoholicCardiomyopathyNumber,TUV,Both,0.0061890234514388,1.25,7.234
AlcoholicCardiomyopathyNumber,TUV,Female,0.0021465792362712,0.4,3.573
AlcoholicCardiomyopathyNumber,TUV,Male,0.0040424442151676,2.06,3.664
AlcoholicCardiomyopathyNumber,TZA,Both,0.4163933821531279,10.36,33379.856
AlcoholicCardiomyopathyNumber,TZA,Female,0.0314665563467486,3.59,17066.622
AlcoholicCardiomyopathyNumber,TZA,Male,0.3849268258063791,17.55,16313.235
AlcoholicCardiomyopathyNumber,UGA,Both,0.1920069792558912,12.21,23321.595
AlcoholicCardiomyopathyNumber,UGA,Female,0.0165953919784355,4.88,11918.057999999999
AlcoholicCardiomyopathyNumber,UGA,Male,0.1754115872774556,19.93,11403.535
AlcoholicCardiomyopathyNumber,UKR,Both,9110.150290938018,8.7,38046.784
AlcoholicCardiomyopathyNumber,UKR,Female,2263.014359378048,3.82,20653.65
AlcoholicCardiomyopathyNumber,UKR,Male,6847.135931559973,14.57,17393.134
AlcoholicCardiomyopathyNumber,URY,Both,51.83639230355904,5.45,2711.822
AlcoholicCardiomyopathyNumber,URY,Female,1.595866190060086,2.49,1415.42
AlcoholicCardiomyopathyNumber,URY,Male,50.24052611349912,8.71,1296.405
AlcoholicCardiomyopathyNumber,USA,Both,5472.645423633331,9.57,274932.605
AlcoholicCardiomyopathyNumber,USA,Female,657.5409736611728,4.29,137373.842
AlcoholicCardiomyopathyNumber,USA,Male,4815.104449972154,15.03,137558.758
AlcoholicCardiomyopathyNumber,UZB,Both,1.180229900057103,2.6,23291.557
AlcoholicCardiomyopathyNumber,UZB,Female,0.5344601632807194,0.71,11678.587
AlcoholicCardiomyopathyNumber,UZB,Male,0.6457697367763835,4.54,11612.969
AlcoholicCardiomyopathyNumber,VCT,Both,3.064258084688714,7.16,80.769
AlcoholicCardiomyopathyNumber,VCT,Female,0.3849400619979811,2.84,39.22
AlcoholicCardiomyopathyNumber,VCT,Male,2.6793180226907305,11.26,41.553
AlcoholicCardiomyopathyNumber,VEN,Both,98.09772573773104,3.02,20825.159
AlcoholicCardiomyopathyNumber,VEN,Female,4.951537246628233,1.16,10649.945
AlcoholicCardiomyopathyNumber,VEN,Male,93.14618849110286,4.95,10175.216
AlcoholicCardiomyopathyNumber,VNM,Both,60.50311461480605,9.34,73327.842
AlcoholicCardiomyopathyNumber,VNM,Female,7.015879079483132,3.78,37946.043
AlcoholicCardiomyopathyNumber,VNM,Male,53.48723553532294,15.26,35381.802
AlcoholicCardiomyopathyNumber,VUT,Both,0.1108279788491043,1.87,178.103
AlcoholicCardiomyopathyNumber,VUT,Female,0.0344067725830408,0.65,88.90899999999999
AlcoholicCardiomyopathyNumber,VUT,Male,0.0764212062660635,3.12,89.193
AlcoholicCardiomyopathyNumber,WSM,Both,0.0813192759303512,2.39,129.103
AlcoholicCardiomyopathyNumber,WSM,Female,0.0257210555828087,0.81,64.714
AlcoholicCardiomyopathyNumber,WSM,Male,0.0555982203475426,3.93,64.391
AlcoholicCardiomyopathyNumber,YEM,Both,11.997063576507813,0.028,20578.789
AlcoholicCardiomyopathyNumber,YEM,Female,4.775990933851146,0.006,10228.035
AlcoholicCardiomyopathyNumber,YEM,Male,7.221072642656671,0.049,10350.751
AlcoholicCardiomyopathyNumber,ZAF,Both,1.582639359491399,8.77,43242.921
AlcoholicCardiomyopathyNumber,ZAF,Female,1.293021575079098,2.93,22604.396
AlcoholicCardiomyopathyNumber,ZAF,Male,0.2896177844123,15.2,20638.525
AlcoholicCardiomyopathyNumber,ZMB,Both,0.2756792838419061,3.85,10412.785
AlcoholicCardiomyopathyNumber,ZMB,Female,0.0167449124059494,1.48,5297.648
AlcoholicCardiomyopathyNumber,ZMB,Male,0.2589343714359566,6.34,5115.138
AlcoholicCardiomyopathyNumber,ZWE,Both,2.0668525670763325,3.63,8774.58
AlcoholicCardiomyopathyNumber,ZWE,Female,0.0092922307580863,1.25,4796.036
AlcoholicCardiomyopathyNumber,ZWE,Male,2.057560336318247,6.52,3978.548
AlcoholicCardiomyopathyPercent,AFG,Both,7.96802900468322e-05,0.016,20981.063000000002
AlcoholicCardiomyopathyPercent,AFG,Female,6.743338776036268e-05,0.004,10501.977
AlcoholicCardiomyopathyPercent,AFG,Male,9.831453358474928e-05,0.029,10479.081
AlcoholicCardiomyopathyPercent,AGO,Both,4.393925387040678e-06,6.17,17770.089
AlcoholicCardiomyopathyPercent,AGO,Female,2.4279229701393638e-06,2.71,9097.117
AlcoholicCardiomyopathyPercent,AGO,Male,6.211330125718065e-06,9.82,8672.976
AlcoholicCardiomyopathyPercent,ALB,Both,0.0024578648362743,5.11,2373.087
AlcoholicCardiomyopathyPercent,ALB,Female,0.0013794792377511,1.88,1211.954
AlcoholicCardiomyopathyPercent,ALB,Male,0.0032952746088979,8.36,1161.13
AlcoholicCardiomyopathyPercent,AND,Both,0.003088760688455,11.05,65.987
AlcoholicCardiomyopathyPercent,AND,Female,0.0021776346883882,5.0,32.452
AlcoholicCardiomyopathyPercent,AND,Male,0.0038327340188498,16.94,33.538
AlcoholicCardiomyopathyPercent,ARE,Both,0.0002208196050133,2.37,7816.491
AlcoholicCardiomyopathyPercent,ARE,Female,0.0002269577130695,0.41,2558.022
AlcoholicCardiomyopathyPercent,ARE,Male,0.0002184522930955,3.08,5258.473
AlcoholicCardiomyopathyPercent,ARG,Both,0.0004177848009746,8.04,34136.078
AlcoholicCardiomyopathyPercent,ARG,Female,0.0002066920581659,3.71,17395.831000000002
AlcoholicCardiomyopathyPercent,ARG,Male,0.000626209358039,12.56,16740.248
AlcoholicCardiomyopathyPercent,ARM,Both,0.0036828514398038,4.98,2314.45
AlcoholicCardiomyopathyPercent,ARM,Female,0.0033352647982891,2.15,1282.318
AlcoholicCardiomyopathyPercent,ARM,Male,0.0041481475958844,8.67,1032.127
AlcoholicCardiomyopathyPercent,ATG,Both,0.0023009578662796,8.51,73.634
AlcoholicCardiomyopathyPercent,ATG,Female,0.0008235923300047,3.63,39.201
AlcoholicCardiomyopathyPercent,ATG,Male,0.0037030692152751,14.02,34.438
AlcoholicCardiomyopathyPercent,AUS,Both,0.0025390691106036,10.09,20727.342
AlcoholicCardiomyopathyPercent,AUS,Female,0.000799226652772,4.74,10526.72
AlcoholicCardiomyopathyPercent,AUS,Male,0.0040474303415573,15.62,10200.626
AlcoholicCardiomyopathyPercent,AUT,Both,0.003676683399727,11.97,7599.999
AlcoholicCardiomyopathyPercent,AUT,Female,0.0025266232008775,5.46,3890.1440000000002
AlcoholicCardiomyopathyPercent,AUT,Male,0.004988699920351,18.81,3709.86
AlcoholicCardiomyopathyPercent,AZE,Both,0.0007424539769269,1.97,7729.785
AlcoholicCardiomyopathyPercent,AZE,Female,0.000332082754499,0.54,4039.747
AlcoholicCardiomyopathyPercent,AZE,Male,0.001073587905247,3.51,3690.037
AlcoholicCardiomyopathyPercent,BDI,Both,2.213756958089377e-06,4.13,6452.752
AlcoholicCardiomyopathyPercent,BDI,Female,6.482815438573382e-07,1.54,3283.5280000000002
AlcoholicCardiomyopathyPercent,BDI,Male,3.357582780202041e-06,6.81,3169.221
AlcoholicCardiomyopathyPercent,BEL,Both,0.0014506572102958,10.28,9549.768
AlcoholicCardiomyopathyPercent,BEL,Female,0.0002779431343174,4.65,4878.579
AlcoholicCardiomyopathyPercent,BEL,Male,0.0024804570533646,16.16,4671.188
AlcoholicCardiomyopathyPercent,BEN,Both,5.98816637242746e-05,8.35,7269.907
AlcoholicCardiomyopathyPercent,BEN,Female,1.54261221217607e-05,3.27,3663.989
AlcoholicCardiomyopathyPercent,BEN,Male,9.755782724982967e-05,13.52,3605.916
AlcoholicCardiomyopathyPercent,BFA,Both,8.252758022871579e-05,9.81,11633.303
AlcoholicCardiomyopathyPercent,BFA,Female,2.0369595581940432e-05,3.31,5935.601
AlcoholicCardiomyopathyPercent,BFA,Male,0.0001331606221307,16.59,5697.701
AlcoholicCardiomyopathyPercent,BGD,Both,0.0002473892780832,0.005,116303.01400000001
AlcoholicCardiomyopathyPercent,BGD,Female,0.0001126746947995,0.001,60024.854
AlcoholicCardiomyopathyPercent,BGD,Male,0.0003457410888361,0.009,56278.163
AlcoholicCardiomyopathyPercent,BGR,Both,0.0005665700396072,11.92,5971.906
AlcoholicCardiomyopathyPercent,BGR,Female,0.0002305820740356,4.91,3105.245
AlcoholicCardiomyopathyPercent,BGR,Male,0.0008045519546642,19.51,2866.6639999999998
AlcoholicCardiomyopathyPercent,BHR,Both,0.0003003127081074,1.58,1187.041
AlcoholicCardiomyopathyPercent,BHR,Female,0.0003728505198242,0.34,410.979
AlcoholicCardiomyopathyPercent,BHR,Male,0.0002587931001976,2.23,776.064
AlcoholicCardiomyopathyPercent,BHS,Both,0.0071703191737432,4.39,316.336
AlcoholicCardiomyopathyPercent,BHS,Female,0.0026080542715224,1.87,166.428
AlcoholicCardiomyopathyPercent,BHS,Male,0.0111295035861642,7.2,149.907
AlcoholicCardiomyopathyPercent,BIH,Both,0.0057933127732555,6.38,2887.727
AlcoholicCardiomyopathyPercent,BIH,Female,0.0023162892091484,2.23,1534.3
AlcoholicCardiomyopathyPercent,BIH,Male,0.0083356012390517,10.75,1353.429
AlcoholicCardiomyopathyPercent,BLR,Both,0.0077953768478322,10.9,7833.906
AlcoholicCardiomyopathyPercent,BLR,Female,0.0046434670699733,4.89,4259.038
AlcoholicCardiomyopathyPercent,BLR,Male,0.0111788000172539,18.19,3574.868
AlcoholicCardiomyopathyPercent,BLZ,Both,0.0052892737238581,5.71,272.332
AlcoholicCardiomyopathyPercent,BLZ,Female,0.0037027366334928,2.38,135.841
AlcoholicCardiomyopathyPercent,BLZ,Male,0.0065949879753867,9.04,136.493
AlcoholicCardiomyopathyPercent,BOL,Both,1.9295404060947303e-05,4.1,8018.582
AlcoholicCardiomyopathyPercent,BOL,Female,2.542754576105268e-05,1.9,4002.748
AlcoholicCardiomyopathyPercent,BOL,Male,1.4335494524114323e-05,6.3,4015.83
AlcoholicCardiomyopathyPercent,BRA,Both,0.0012491147987385,7.67,163765.729
AlcoholicCardiomyopathyPercent,BRA,Female,0.0004927511993436,3.27,83764.11899999999
AlcoholicCardiomyopathyPercent,BRA,Male,0.0018409760058589,12.32,80001.607
AlcoholicCardiomyopathyPercent,BRB,Both,0.0060908699121916,9.47,229.917
AlcoholicCardiomyopathyPercent,BRB,Female,0.0031843770740165,3.91,121.172
AlcoholicCardiomyopathyPercent,BRB,Male,0.0091619259935227,15.67,108.748
AlcoholicCardiomyopathyPercent,BRN,Both,0.0026069691104817,0.41,345.529
AlcoholicCardiomyopathyPercent,BRN,Female,0.0012852491160877,0.14,160.665
AlcoholicCardiomyopathyPercent,BRN,Male,0.0036155321127989,0.66,184.861
AlcoholicCardiomyopathyPercent,BTN,Both,0.0002058355074526,0.2,580.015
AlcoholicCardiomyopathyPercent,BTN,Female,9.592951843384685e-05,0.063,265.456
AlcoholicCardiomyopathyPercent,BTN,Male,0.0002977312830072,0.32,314.562
AlcoholicCardiomyopathyPercent,BWA,Both,3.402898724527296e-05,8.16,1556.204
AlcoholicCardiomyopathyPercent,BWA,Female,2.785225502229221e-05,2.81,784.013
AlcoholicCardiomyopathyPercent,BWA,Male,3.9951839379614e-05,13.82,772.192
AlcoholicCardiomyopathyPercent,CAF,Both,3.1170821769888584e-06,1.99,2520.804
AlcoholicCardiomyopathyPercent,CAF,Female,1.7028543314303995e-06,0.79,1331.358
AlcoholicCardiomyopathyPercent,CAF,Male,4.266318969874183e-06,3.2,1189.449
AlcoholicCardiomyopathyPercent,CAN,Both,0.0018589017882683,9.9,31743.916999999998
AlcoholicCardiomyopathyPercent,CAN,Female,0.0007122513882328,4.34,16062.712
AlcoholicCardiomyopathyPercent,CAN,Male,0.0029209248995064,15.59,15681.204
AlcoholicCardiomyopathyPercent,CHE,Both,0.0021463840065182,10.4,7288.217
AlcoholicCardiomyopathyPercent,CHE,Female,0.0003260956870662,4.77,3696.181
AlcoholicCardiomyopathyPercent,CHE,Male,0.0036739638154096,16.19,3592.035
AlcoholicCardiomyopathyPercent,CHL,Both,0.0005465910351562,6.75,15607.204
AlcoholicCardiomyopathyPercent,CHL,Female,0.0002753657110285,3.09,7888.219
AlcoholicCardiomyopathyPercent,CHL,Male,0.0008132241351993,10.51,7718.982
AlcoholicCardiomyopathyPercent,CHN,Both,0.000448376518981,5.73,1164475.504
AlcoholicCardiomyopathyPercent,CHN,Female,0.0001588175227833,2.28,576088.603
AlcoholicCardiomyopathyPercent,CHN,Male,0.0006043971553188,9.09,588386.903
AlcoholicCardiomyopathyPercent,CIV,Both,7.961939976933376e-05,2.8,16267.972
AlcoholicCardiomyopathyPercent,CIV,Female,1.1222424314659016e-05,0.95,7921.0560000000005
AlcoholicCardiomyopathyPercent,CIV,Male,0.000126559897835,4.61,8346.914
AlcoholicCardiomyopathyPercent,CMR,Both,6.319427982484333e-05,10.1,14603.842
AlcoholicCardiomyopathyPercent,CMR,Female,8.733738207575227e-06,4.14,7374.331
AlcoholicCardiomyopathyPercent,CMR,Male,0.0001098508225493,16.18,7229.511
AlcoholicCardiomyopathyPercent,COD,Both,4.407575461574782e-06,2.12,50212.340000000004
AlcoholicCardiomyopathyPercent,COD,Female,2.304114978357976e-06,0.86,25499.989
AlcoholicCardiomyopathyPercent,COD,Male,6.3098123786140285e-06,3.41,24712.349000000002
AlcoholicCardiomyopathyPercent,COG,Both,3.5965035293276376e-06,6.4,3260.915
AlcoholicCardiomyopathyPercent,COG,Female,1.9924561786622807e-06,2.72,1639.498
AlcoholicCardiomyopathyPercent,COG,Male,5.3204549014650295e-06,10.13,1621.416
AlcoholicCardiomyopathyPercent,COK,Both,1.21491211307906e-06,10.56,12.122
AlcoholicCardiomyopathyPercent,COK,Female,2.085195915106569e-06,4.02,6.265
AlcoholicCardiomyopathyPercent,COK,Male,8.42732306745337e-07,17.88,5.863
AlcoholicCardiomyopathyPercent,COL,Both,0.000267413584457,4.92,38866.97
AlcoholicCardiomyopathyPercent,COL,Female,0.0001269240052039,1.91,19840.13
AlcoholicCardiomyopathyPercent,COL,Male,0.0003726147012351,8.06,19026.838
AlcoholicCardiomyopathyPercent,COM,Both,1.7294010319051673e-06,0.25,483.249
AlcoholicCardiomyopathyPercent,COM,Female,6.438864117559238e-07,0.057,242.202
AlcoholicCardiomyopathyPercent,COM,Male,2.8524795006591263e-06,0.45,241.044
AlcoholicCardiomyopathyPercent,CPV,Both,1.8399811230200705e-05,6.27,368.226
AlcoholicCardiomyopathyPercent,CPV,Female,1.7421071669699108e-05,2.63,182.141
AlcoholicCardiomyopathyPercent,CPV,Male,1.9145414338523985e-05,10.01,186.087
AlcoholicCardiomyopathyPercent,CRI,Both,0.0013143419754443,3.45,3943.185
AlcoholicCardiomyopathyPercent,CRI,Female,0.0002633772851686,1.3,2008.435
AlcoholicCardiomyopathyPercent,CRI,Male,0.0019814404914264,5.62,1934.749
AlcoholicCardiomyopathyPercent,CUB,Both,0.0094441209400734,6.01,9415.823
AlcoholicCardiomyopathyPercent,CUB,Female,0.0032043558810718,2.34,4788.602
AlcoholicCardiomyopathyPercent,CUB,Male,0.0142106902591884,9.77,4627.215
AlcoholicCardiomyopathyPercent,CYP,Both,0.0009504125169111,8.05,1081.727
AlcoholicCardiomyopathyPercent,CYP,Female,0.0002366038676485,3.43,538.357
AlcoholicCardiomyopathyPercent,CYP,Male,0.0014372016390707,12.7,543.37
AlcoholicCardiomyopathyPercent,CZE,Both,0.0013799563242957,13.29,8875.45
AlcoholicCardiomyopathyPercent,CZE,Female,0.0001043333543762,5.84,4534.5779999999995
AlcoholicCardiomyopathyPercent,CZE,Male,0.0023585020559891,21.09,4340.874
AlcoholicCardiomyopathyPercent,DEU,Both,0.0054463989180981,12.22,72142.83
AlcoholicCardiomyopathyPercent,DEU,Female,0.0015910539768376,5.49,36746.308
AlcoholicCardiomyopathyPercent,DEU,Male,0.0083959098939763,19.22,35396.523
AlcoholicCardiomyopathyPercent,DJI,Both,2.146849296949262e-06,0.4,744.945
AlcoholicCardiomyopathyPercent,DJI,Female,4.976576445247979e-07,0.098,378.505
AlcoholicCardiomyopathyPercent,DJI,Male,3.284482042035816e-06,0.72,366.444
AlcoholicCardiomyopathyPercent,DMA,Both,0.0019371408745048,6.1,54.856
AlcoholicCardiomyopathyPercent,DMA,Female,0.0006176565677276,2.44,27.272
AlcoholicCardiomyopathyPercent,DMA,Male,0.0032516785250746,9.76,27.585
AlcoholicCardiomyopathyPercent,DNK,Both,0.0014832098361537,9.4,4859.357
AlcoholicCardiomyopathyPercent,DNK,Female,0.0001890437725518,4.29,2456.513
AlcoholicCardiomyopathyPercent,DNK,Male,0.0024411260698303,14.64,2402.841
AlcoholicCardiomyopathyPercent,DOM,Both,0.0019837787275398,6.76,7849.813
AlcoholicCardiomyopathyPercent,DOM,Female,0.000852232154915,2.82,3975.894
AlcoholicCardiomyopathyPercent,DOM,Male,0.0027700518057738,10.7,3873.92
AlcoholicCardiomyopathyPercent,DZA,Both,0.000145302971061,0.61,30029.437
AlcoholicCardiomyopathyPercent,DZA,Female,0.0001514925412648,0.14,14684.341999999999
AlcoholicCardiomyopathyPercent,DZA,Male,0.000143498721179,1.07,15345.096
AlcoholicCardiomyopathyPercent,ECU,Both,6.844962126980029e-06,3.26,12682.634
AlcoholicCardiomyopathyPercent,ECU,Female,4.396503633149547e-06,1.49,6397.755
AlcoholicCardiomyopathyPercent,ECU,Male,9.292217742538167e-06,5.05,6284.8769999999995
AlcoholicCardiomyopathyPercent,EGY,Both,1.947107497901637e-06,0.15,71262.459
AlcoholicCardiomyopathyPercent,EGY,Female,1.6894253153808947e-06,0.035,35528.111
AlcoholicCardiomyopathyPercent,EGY,Male,2.239709092818111e-06,0.26,35734.354
AlcoholicCardiomyopathyPercent,ERI,Both,1.8425491148547424e-06,1.23,1912.005
AlcoholicCardiomyopathyPercent,ERI,Female,6.454316556710394e-07,0.37,985.537
AlcoholicCardiomyopathyPercent,ERI,Male,2.925234818121303e-06,2.15,926.465
AlcoholicCardiomyopathyPercent,ESP,Both,0.0011296806679163,10.91,40581.315
AlcoholicCardiomyopathyPercent,ESP,Female,0.0002827358610571,4.92,20810.189
AlcoholicCardiomyopathyPercent,ESP,Male,0.0017920580700378,17.26,19771.131
AlcoholicCardiomyopathyPercent,EST,Both,0.006150709320336,11.26,1108.758
AlcoholicCardiomyopathyPercent,EST,Female,0.0015540954664763,5.11,593.409
AlcoholicCardiomyopathyPercent,EST,Male,0.0112919315837195,18.4,515.352
AlcoholicCardiomyopathyPercent,ETH,Both,1.774111397884008e-06,3.36,68446.215
AlcoholicCardiomyopathyPercent,ETH,Female,6.533724776015606e-07,1.04,34495.164
AlcoholicCardiomyopathyPercent,ETH,Male,2.65702383163488e-06,5.71,33951.051
AlcoholicCardiomyopathyPercent,FIN,Both,0.0057974507343229,9.16,4645.117
AlcoholicCardiomyopathyPercent,FIN,Female,0.0010151322417715,4.14,2367.511
AlcoholicCardiomyopathyPercent,FIN,Male,0.0099736615832008,14.38,2277.611
AlcoholicCardiomyopathyPercent,FJI,Both,2.666225551584993e-05,3.45,653.037
AlcoholicCardiomyopathyPercent,FJI,Female,2.210511027217737e-05,1.16,330.192
AlcoholicCardiomyopathyPercent,FJI,Male,3.055959167663412e-05,5.74,322.844
AlcoholicCardiomyopathyPercent,FRA,Both,0.0013012814927742,11.3,54155.325
AlcoholicCardiomyopathyPercent,FRA,Female,0.0001981473728819,5.14,28246.936999999998
AlcoholicCardiomyopathyPercent,FRA,Male,0.0021846619742046,18.04,25908.388
AlcoholicCardiomyopathyPercent,FSM,Both,0.000154473739793,2.12,73.815
AlcoholicCardiomyopathyPercent,FSM,Female,0.0001829759145223,0.72,37.525
AlcoholicCardiomyopathyPercent,FSM,Male,0.0001436328121605,3.53,36.293
AlcoholicCardiomyopathyPercent,GAB,Both,3.2283553419509685e-06,7.33,1433.743
