Cause,AreaCode,Sex,Deaths,LitresPerCapita,Population
RatePer100kCancer,ARE,Both,97.19,2.37,7816.491
RatePer100kCancer,ARE,Female,132.4,0.41,2558.022
RatePer100kCancer,ARE,Male,85.32,3.08,5258.473
RatePer100kCancer,GBR,Both,152.6,10.82,55016.115
RatePer100kCancer,GBR,Female,133.5,4.94,28223.102
RatePer100kCancer,GBR,Male,176.6,16.95,26793.009
RatePer100kCancer,TZA,Both,146.6,10.36,33379.856
RatePer100kCancer,TZA,Female,157.3,3.59,17066.622
RatePer100kCancer,TZA,Male,141.1,17.55,16313.235
RatePer100kCancer,USA,Both,138.0,9.57,274932.605
RatePer100kCancer,USA,Female,122.4,4.29,137373.842
RatePer100kCancer,USA,Male,158.2,15.03,137558.758
RatePer100kCancer,URY,Both,205.8,5.45,2711.822
RatePer100kCancer,URY,Female,164.4,2.49,1415.42
RatePer100kCancer,URY,Male,270.5,8.71,1296.405
RatePer100kCancer,UZB,Both,86.55,2.6,23291.557
RatePer100kCancer,UZB,Female,82.46,0.71,11678.587
RatePer100kCancer,UZB,Male,92.49,4.54,11612.969
RatePer100kCancer,VUT,Both,101.9,1.87,178.103
RatePer100kCancer,VUT,Female,82.7,0.65,88.90899999999999
RatePer100kCancer,VUT,Male,119.1,3.12,89.193
RatePer100kCancer,VEN,Both,125.6,3.02,20825.159
RatePer100kCancer,VEN,Female,117.5,1.16,10649.945
RatePer100kCancer,VEN,Male,139.1,4.95,10175.216
RatePer100kCancer,VNM,Both,153.4,9.34,73327.842
RatePer100kCancer,VNM,Female,104.6,3.78,37946.043
RatePer100kCancer,VNM,Male,216.8,15.26,35381.802
RatePer100kCancer,YEM,Both,87.34,0.028,20578.789
RatePer100kCancer,YEM,Female,87.56,0.006,10228.035
RatePer100kCancer,YEM,Male,87.7,0.049,10350.751
RatePer100kCancer,ZMB,Both,136.2,3.85,10412.785
RatePer100kCancer,ZMB,Female,143.3,1.48,5297.648
RatePer100kCancer,ZMB,Male,138.4,6.34,5115.138
RatePer100kCancer,ZWE,Both,225.1,3.63,8774.58
RatePer100kCancer,ZWE,Female,237.2,1.25,4796.036
RatePer100kCancer,ZWE,Male,221.2,6.52,3978.548
AlcoholUseDisordersNumber,AFG,Both,49.15129371140816,0.016,20981.063000000002
AlcoholUseDisordersNumber,AFG,Female,21.82256546165757,0.004,10501.977
AlcoholUseDisordersNumber,AFG,Male,27.328728249750576,0.029,10479.081
AlcoholUseDisordersNumber,AGO,Both,279.30061116816245,6.17,17770.089
AlcoholUseDisordersNumber,AGO,Female,58.971728726166255,2.71,9097.117
AlcoholUseDisordersNumber,AGO,Male,220.32888244199629,9.82,8672.976
AlcoholUseDisordersNumber,ALB,Both,14.031371310452387,5.11,2373.087
AlcoholUseDisordersNumber,ALB,Female,3.779319440254521,1.88,1211.954
AlcoholUseDisordersNumber,ALB,Male,10.252051870197867,8.36,1161.13
AlcoholUseDisordersNumber,AND,Both,0.3664907880094634,11.05,65.987
AlcoholUseDisordersNumber,AND,Female,0.0791938168366009,5.0,32.452
AlcoholUseDisordersNumber,AND,Male,0.2872969711728621,16.94,33.538
AlcoholUseDisordersNumber,ARE,Both,19.79473814832284,2.37,7816.491
AlcoholUseDisordersNumber,ARE,Female,2.3747448753116847,0.41,2558.022
AlcoholUseDisordersNumber,ARE,Male,17.41999327301112,3.08,5258.473
AlcoholUseDisordersNumber,ARG,Both,493.87493761416897,8.04,34136.078
AlcoholUseDisordersNumber,ARG,Female,45.12290259887811,3.71,17395.831000000002
AlcoholUseDisordersNumber,ARG,Male,448.7520350152909,12.56,16740.248
AlcoholUseDisordersNumber,ARM,Both,31.402484230376604,4.98,2314.45
AlcoholUseDisordersNumber,ARM,Female,7.326055898100828,2.15,1282.318
AlcoholUseDisordersNumber,ARM,Male,24.076428332275796,8.67,1032.127
AlcoholUseDisordersNumber,ATG,Both,7.58057829254768,8.51,73.634
AlcoholUseDisordersNumber,ATG,Female,1.3592206519872156,3.63,39.201
AlcoholUseDisordersNumber,ATG,Male,6.221357640560475,14.02,34.438
AlcoholUseDisordersNumber,AUS,Both,440.2265379238101,10.09,20727.342
AlcoholUseDisordersNumber,AUS,Female,104.35147141049308,4.74,10526.72
AlcoholUseDisordersNumber,AUS,Male,335.875066513317,15.62,10200.626
AlcoholUseDisordersNumber,AUT,Both,489.273961624442,11.97,7599.999
AlcoholUseDisordersNumber,AUT,Female,88.72452359159531,5.46,3890.1440000000002
AlcoholUseDisordersNumber,AUT,Male,400.5494380328469,18.81,3709.86
AlcoholUseDisordersNumber,AZE,Both,232.39127825661475,1.97,7729.785
AlcoholUseDisordersNumber,AZE,Female,67.05383710656662,0.54,4039.747
AlcoholUseDisordersNumber,AZE,Male,165.33744115004816,3.51,3690.037
AlcoholUseDisordersNumber,BDI,Both,130.3683876945025,4.13,6452.752
AlcoholUseDisordersNumber,BDI,Female,37.29905165922887,1.54,3283.5280000000002
AlcoholUseDisordersNumber,BDI,Male,93.06933603527362,6.81,3169.221
AlcoholUseDisordersNumber,BEL,Both,475.58395617210766,10.28,9549.768
AlcoholUseDisordersNumber,BEL,Female,115.69340205957027,4.65,4878.579
AlcoholUseDisordersNumber,BEL,Male,359.89055411253776,16.16,4671.188
AlcoholUseDisordersNumber,BEN,Both,92.71007300789134,8.35,7269.907
AlcoholUseDisordersNumber,BEN,Female,13.479350423488574,3.27,3663.989
AlcoholUseDisordersNumber,BEN,Male,79.23072258440264,13.52,3605.916
AlcoholUseDisordersNumber,BFA,Both,216.85958830482468,9.81,11633.303
AlcoholUseDisordersNumber,BFA,Female,39.153903712286926,3.31,5935.601
AlcoholUseDisordersNumber,BFA,Male,177.705684592538,16.59,5697.701
AlcoholUseDisordersNumber,BGD,Both,24.114939003091145,0.005,116303.01400000001
AlcoholUseDisordersNumber,BGD,Female,23.922984823757748,0.001,60024.854
AlcoholUseDisordersNumber,BGD,Male,0.1919541793334035,0.009,56278.163
AlcoholUseDisordersNumber,BGR,Both,152.80131706467236,11.92,5971.906
AlcoholUseDisordersNumber,BGR,Female,18.47749195184494,4.91,3105.245
AlcoholUseDisordersNumber,BGR,Male,134.32382511282742,19.51,2866.6639999999998
AlcoholUseDisordersNumber,BHR,Both,1.687185884624079,1.58,1187.041
AlcoholUseDisordersNumber,BHR,Female,0.0726431493569425,0.34,410.979
AlcoholUseDisordersNumber,BHR,Male,1.6145427352671389,2.23,776.064
AlcoholUseDisordersNumber,BHS,Both,18.158750908868587,4.39,316.336
AlcoholUseDisordersNumber,BHS,Female,3.1026538162028428,1.87,166.428
AlcoholUseDisordersNumber,BHS,Male,15.056097092665755,7.2,149.907
AlcoholUseDisordersNumber,BIH,Both,160.88623797719785,6.38,2887.727
AlcoholUseDisordersNumber,BIH,Female,24.38270352686876,2.23,1534.3
AlcoholUseDisordersNumber,BIH,Male,136.50353445032917,10.75,1353.429
AlcoholUseDisordersNumber,BLR,Both,2615.437189985545,10.9,7833.906
AlcoholUseDisordersNumber,BLR,Female,872.2975407396787,4.89,4259.038
AlcoholUseDisordersNumber,BLR,Male,1743.1396492458664,18.19,3574.868
AlcoholUseDisordersNumber,BLZ,Both,11.328254222698115,5.71,272.332
AlcoholUseDisordersNumber,BLZ,Female,0.79228762218545,2.38,135.841
AlcoholUseDisordersNumber,BLZ,Male,10.535966600512678,9.04,136.493
AlcoholUseDisordersNumber,BOL,Both,271.2775509687635,4.1,8018.582
AlcoholUseDisordersNumber,BOL,Female,39.5348819649599,1.9,4002.748
AlcoholUseDisordersNumber,BOL,Male,231.7426690038032,6.3,4015.83
AlcoholUseDisordersNumber,BRA,Both,7932.650448687952,7.67,163765.729
AlcoholUseDisordersNumber,BRA,Female,755.2091207583635,3.27,83764.11899999999
AlcoholUseDisordersNumber,BRA,Male,7177.44132792959,12.32,80001.607
AlcoholUseDisordersNumber,BRB,Both,7.336337407359404,9.47,229.917
AlcoholUseDisordersNumber,BRB,Female,0.7346172092414858,3.91,121.172
AlcoholUseDisordersNumber,BRB,Male,6.601720198117923,15.67,108.748
AlcoholUseDisordersNumber,BRN,Both,1.3783894871823927,0.41,345.529
AlcoholUseDisordersNumber,BRN,Female,0.2297825974635243,0.14,160.665
AlcoholUseDisordersNumber,BRN,Male,1.1486068897188664,0.66,184.861
AlcoholUseDisordersNumber,BTN,Both,3.54585686478469,0.2,580.015
AlcoholUseDisordersNumber,BTN,Female,0.080339871428914,0.063,265.456
AlcoholUseDisordersNumber,BTN,Male,3.465516993355767,0.32,314.562
AlcoholUseDisordersNumber,BWA,Both,17.785325478536276,8.16,1556.204
AlcoholUseDisordersNumber,BWA,Female,3.818673219814968,2.81,784.013
AlcoholUseDisordersNumber,BWA,Male,13.966652258721302,13.82,772.192
AlcoholUseDisordersNumber,CAF,Both,70.09370092786732,1.99,2520.804
AlcoholUseDisordersNumber,CAF,Female,14.364760531773284,0.79,1331.358
AlcoholUseDisordersNumber,CAF,Male,55.72894039609403,3.2,1189.449
AlcoholUseDisordersNumber,CAN,Both,1414.117631405777,9.9,31743.916999999998
AlcoholUseDisordersNumber,CAN,Female,353.34644325193614,4.34,16062.712
AlcoholUseDisordersNumber,CAN,Male,1060.77118815384,15.59,15681.204
AlcoholUseDisordersNumber,CHE,Both,234.65742734541047,10.4,7288.217
AlcoholUseDisordersNumber,CHE,Female,62.79435602937464,4.77,3696.181
AlcoholUseDisordersNumber,CHE,Male,171.8630713160357,16.19,3592.035
AlcoholUseDisordersNumber,CHL,Both,234.97562800828,6.75,15607.204
AlcoholUseDisordersNumber,CHL,Female,19.29400946833168,3.09,7888.219
AlcoholUseDisordersNumber,CHL,Male,215.68161853994832,10.51,7718.982
AlcoholUseDisordersNumber,CHN,Both,18657.669406306468,5.73,1164475.504
AlcoholUseDisordersNumber,CHN,Female,1242.7016975475156,2.28,576088.603
AlcoholUseDisordersNumber,CHN,Male,17414.967708758973,9.09,588386.903
AlcoholUseDisordersNumber,CIV,Both,289.5532760937008,2.8,16267.972
AlcoholUseDisordersNumber,CIV,Female,26.65531558035312,0.95,7921.0560000000005
AlcoholUseDisordersNumber,CIV,Male,262.8979605133477,4.61,8346.914
AlcoholUseDisordersNumber,CMR,Both,276.6474166994718,10.1,14603.842
AlcoholUseDisordersNumber,CMR,Female,34.48318600572637,4.14,7374.331
AlcoholUseDisordersNumber,CMR,Male,242.1642306937452,16.18,7229.511
AlcoholUseDisordersNumber,COD,Both,829.9560872982428,2.12,50212.340000000004
AlcoholUseDisordersNumber,COD,Female,173.76677050341448,0.86,25499.989
AlcoholUseDisordersNumber,COD,Male,656.1893167948292,3.41,24712.349000000002
AlcoholUseDisordersNumber,COG,Both,71.57016336310684,6.4,3260.915
AlcoholUseDisordersNumber,COG,Female,19.47496816792775,2.72,1639.498
AlcoholUseDisordersNumber,COG,Male,52.095195195179095,10.13,1621.416
AlcoholUseDisordersNumber,COK,Both,0.3763078120356604,10.56,12.122
AlcoholUseDisordersNumber,COK,Female,0.0065364269865393,4.02,6.265
AlcoholUseDisordersNumber,COK,Male,0.3697713850491208,17.88,5.863
AlcoholUseDisordersNumber,COL,Both,81.24903408689664,4.92,38866.97
AlcoholUseDisordersNumber,COL,Female,8.404050429387793,1.91,19840.13
AlcoholUseDisordersNumber,COL,Male,72.84498365750888,8.06,19026.838
AlcoholUseDisordersNumber,COM,Both,9.273306363540945,0.25,483.249
AlcoholUseDisordersNumber,COM,Female,4.126556016706332,0.057,242.202
AlcoholUseDisordersNumber,COM,Male,5.146750346834622,0.45,241.044
AlcoholUseDisordersNumber,CPV,Both,5.55813741678692,6.27,368.226
AlcoholUseDisordersNumber,CPV,Female,0.3324389090121734,2.63,182.141
AlcoholUseDisordersNumber,CPV,Male,5.225698507774741,10.01,186.087
AlcoholUseDisordersNumber,CRI,Both,65.91577094072039,3.45,3943.185
AlcoholUseDisordersNumber,CRI,Female,5.119813680623003,1.3,2008.435
AlcoholUseDisordersNumber,CRI,Male,60.79595726009732,5.62,1934.749
AlcoholUseDisordersNumber,CUB,Both,681.0143668239504,6.01,9415.823
AlcoholUseDisordersNumber,CUB,Female,23.819171025133954,2.34,4788.602
AlcoholUseDisordersNumber,CUB,Male,657.195195798817,9.77,4627.215
AlcoholUseDisordersNumber,CYP,Both,9.05885471022464,8.05,1081.727
AlcoholUseDisordersNumber,CYP,Female,1.3485099694416671,3.43,538.357
AlcoholUseDisordersNumber,CYP,Male,7.710344740782969,12.7,543.37
AlcoholUseDisordersNumber,CZE,Both,464.848863660646,13.29,8875.45
AlcoholUseDisordersNumber,CZE,Female,93.0192341607398,5.84,4534.5779999999995
AlcoholUseDisordersNumber,CZE,Male,371.8296294999064,21.09,4340.874
AlcoholUseDisordersNumber,DEU,Both,5876.323232223385,12.22,72142.83
AlcoholUseDisordersNumber,DEU,Female,1231.4843885367288,5.49,36746.308
AlcoholUseDisordersNumber,DEU,Male,4644.838843686655,19.22,35396.523
AlcoholUseDisordersNumber,DJI,Both,16.738710298736493,0.4,744.945
AlcoholUseDisordersNumber,DJI,Female,4.732065237000304,0.098,378.505
AlcoholUseDisordersNumber,DJI,Male,12.006645061736169,0.72,366.444
AlcoholUseDisordersNumber,DMA,Both,3.5444671008439608,6.1,54.856
AlcoholUseDisordersNumber,DMA,Female,0.5830102056378942,2.44,27.272
AlcoholUseDisordersNumber,DMA,Male,2.961456895206059,9.76,27.585
AlcoholUseDisordersNumber,DNK,Both,610.0946880364811,9.4,4859.357
AlcoholUseDisordersNumber,DNK,Female,138.5562249264483,4.29,2456.513
AlcoholUseDisordersNumber,DNK,Male,471.53846311003207,14.64,2402.841
AlcoholUseDisordersNumber,DOM,Both,120.79244615626912,6.76,7849.813
AlcoholUseDisordersNumber,DOM,Female,9.501218339995702,2.82,3975.894
AlcoholUseDisordersNumber,DOM,Male,111.29122781627352,10.7,3873.92
AlcoholUseDisordersNumber,DZA,Both,47.46597431946415,0.61,30029.437
AlcoholUseDisordersNumber,DZA,Female,11.889368217083137,0.14,14684.341999999999
AlcoholUseDisordersNumber,DZA,Male,35.57660610238109,1.07,15345.096
AlcoholUseDisordersNumber,ECU,Both,204.3056311231317,3.26,12682.634
AlcoholUseDisordersNumber,ECU,Female,13.956812672706793,1.49,6397.755
AlcoholUseDisordersNumber,ECU,Male,190.3488184504249,5.05,6284.8769999999995
AlcoholUseDisordersNumber,EGY,Both,8.71415593629237,0.15,71262.459
AlcoholUseDisordersNumber,EGY,Female,2.059310620908114,0.035,35528.111
AlcoholUseDisordersNumber,EGY,Male,6.654845315384267,0.26,35734.354
AlcoholUseDisordersNumber,ERI,Both,93.14985446527965,1.23,1912.005
AlcoholUseDisordersNumber,ERI,Female,36.53722269086813,0.37,985.537
AlcoholUseDisordersNumber,ERI,Male,56.61263177441158,2.15,926.465
AlcoholUseDisordersNumber,ESP,Both,368.329124609996,10.91,40581.315
AlcoholUseDisordersNumber,ESP,Female,63.10669772971497,4.92,20810.189
AlcoholUseDisordersNumber,ESP,Male,305.22242688028166,17.26,19771.131
AlcoholUseDisordersNumber,EST,Both,153.83406879268975,11.26,1108.758
AlcoholUseDisordersNumber,EST,Female,26.53959060924741,5.11,593.409
AlcoholUseDisordersNumber,EST,Male,127.29447818344222,18.4,515.352
AlcoholUseDisordersNumber,ETH,Both,769.4104428081574,3.36,68446.215
AlcoholUseDisordersNumber,ETH,Female,282.62423119303395,1.04,34495.164
AlcoholUseDisordersNumber,ETH,Male,486.7862116151227,5.71,33951.051
AlcoholUseDisordersNumber,FIN,Both,487.11225385623067,9.16,4645.117
AlcoholUseDisordersNumber,FIN,Female,109.16704815134656,4.14,2367.511
AlcoholUseDisordersNumber,FIN,Male,377.9452057048842,14.38,2277.611
AlcoholUseDisordersNumber,FJI,Both,0.8971031328000731,3.45,653.037
AlcoholUseDisordersNumber,FJI,Female,0.0080915062064646,1.16,330.192
AlcoholUseDisordersNumber,FJI,Male,0.8890116265936088,5.74,322.844
AlcoholUseDisordersNumber,FRA,Both,3246.6171895889856,11.3,54155.325
AlcoholUseDisordersNumber,FRA,Female,684.7143387824188,5.14,28246.936999999998
AlcoholUseDisordersNumber,FRA,Male,2561.902850806568,18.04,25908.388
AlcoholUseDisordersNumber,FSM,Both,1.1156298084231864,2.12,73.815
AlcoholUseDisordersNumber,FSM,Female,0.0073620627422654,0.72,37.525
AlcoholUseDisordersNumber,FSM,Male,1.1082677456809202,3.53,36.293
AlcoholUseDisordersNumber,GAB,Both,23.41144510187757,7.33,1433.743
AlcoholUseDisordersNumber,GAB,Female,4.0897202529268055,2.94,696.992
AlcoholUseDisordersNumber,GAB,Male,19.321724848950755,11.46,736.749
AlcoholUseDisordersNumber,GBR,Both,1554.9031241244015,10.82,55016.115
AlcoholUseDisordersNumber,GBR,Female,459.1632739055231,4.94,28223.102
AlcoholUseDisordersNumber,GBR,Male,1095.739850218878,16.95,26793.009
AlcoholUseDisordersNumber,GEO,Both,56.641810215765794,14.33,3006.884
AlcoholUseDisordersNumber,GEO,Female,7.101353019151983,5.86,1645.649
AlcoholUseDisordersNumber,GEO,Male,49.540457196613765,24.31,1361.239
AlcoholUseDisordersNumber,GHA,Both,341.2156716986493,4.55,19520.811
AlcoholUseDisordersNumber,GHA,Female,49.6996591995206,1.75,9837.911
AlcoholUseDisordersNumber,GHA,Male,291.51601249912846,7.41,9682.899
AlcoholUseDisordersNumber,GIN,Both,98.59375403528254,0.47,7507.003
AlcoholUseDisordersNumber,GIN,Female,13.532051706012188,0.13,3888.5519999999997
AlcoholUseDisordersNumber,GIN,Male,85.06170232927045,0.83,3618.45
AlcoholUseDisordersNumber,GMB,Both,22.259412346340365,1.11,1414.539
AlcoholUseDisordersNumber,GMB,Female,2.74821516737032,0.34,718.414
AlcoholUseDisordersNumber,GMB,Male,19.511197178970058,1.91,696.129
AlcoholUseDisordersNumber,GNB,Both,22.46923776845978,4.14,1162.339
AlcoholUseDisordersNumber,GNB,Female,3.7633365935736096,1.4,599.495
AlcoholUseDisordersNumber,GNB,Male,18.70590117488619,7.07,562.849
AlcoholUseDisordersNumber,GNQ,Both,11.0837067922105,6.94,1035.758
AlcoholUseDisordersNumber,GNQ,Female,2.3878323233257417,2.79,470.72499999999997
AlcoholUseDisordersNumber,GNQ,Male,8.695874468884764,10.42,565.032
AlcoholUseDisordersNumber,GRC,Both,51.11499283266897,7.12,9186.284
AlcoholUseDisordersNumber,GRC,Female,6.306523644593243,3.12,4784.479
AlcoholUseDisordersNumber,GRC,Male,44.80846918807567,11.34,4401.804
AlcoholUseDisordersNumber,GRD,Both,3.095296163769663,8.06,91.383
AlcoholUseDisordersNumber,GRD,Female,0.272884052462238,3.31,45.507999999999996
AlcoholUseDisordersNumber,GRD,Male,2.822412111307424,12.84,45.877
AlcoholUseDisordersNumber,GTM,Both,1348.9824603028342,1.63,11228.55
AlcoholUseDisordersNumber,GTM,Female,119.34040380861398,0.63,5716.077
AlcoholUseDisordersNumber,GTM,Male,1229.6420564942196,2.67,5512.472
AlcoholUseDisordersNumber,GUY,Both,17.81350268528259,5.35,571.391
AlcoholUseDisordersNumber,GUY,Female,2.8217629709868466,2.19,294.975
AlcoholUseDisordersNumber,GUY,Male,14.99173971429573,8.71,276.414
AlcoholUseDisordersNumber,HND,Both,342.5171135277121,3.17,6698.103
AlcoholUseDisordersNumber,HND,Female,20.448497199379272,1.22,3348.448
AlcoholUseDisordersNumber,HND,Male,322.0686163283328,5.1,3349.6549999999997
AlcoholUseDisordersNumber,HRV,Both,217.9682392376143,8.54,3406.9249999999997
AlcoholUseDisordersNumber,HRV,Female,31.069901540838007,3.68,1784.931
AlcoholUseDisordersNumber,HRV,Male,186.8983376967763,13.79,1621.992
AlcoholUseDisordersNumber,HTI,Both,350.3299575202732,3.45,7447.965
AlcoholUseDisordersNumber,HTI,Female,46.351242563416506,1.4,3782.429
AlcoholUseDisordersNumber,HTI,Male,303.9787149568566,5.57,3665.544
AlcoholUseDisordersNumber,HUN,Both,631.3103852170303,10.6,8348.799
AlcoholUseDisordersNumber,HUN,Female,118.81488031656178,4.68,4400.679
AlcoholUseDisordersNumber,HUN,Male,512.4955049004691,17.22,3948.123
AlcoholUseDisordersNumber,IDN,Both,275.0739361451588,0.11,201391.576
AlcoholUseDisordersNumber,IDN,Female,8.2723839938791,0.027,100950.48300000001
AlcoholUseDisordersNumber,IDN,Male,266.8015521512798,0.19,100441.096
AlcoholUseDisordersNumber,IND,Both,21907.687738739693,4.92,1016321.205
AlcoholUseDisordersNumber,IND,Female,1001.7236012321688,1.56,493792.266
AlcoholUseDisordersNumber,IND,Male,20905.96413750753,8.1,522528.941
AlcoholUseDisordersNumber,IRL,Both,80.46621295115986,11.7,3926.436
AlcoholUseDisordersNumber,IRL,Female,24.671048744900684,5.58,1998.536
AlcoholUseDisordersNumber,IRL,Male,55.79516420625927,18.06,1927.899
AlcoholUseDisordersNumber,IRN,Both,149.83095874762856,0.7,66234.921
AlcoholUseDisordersNumber,IRN,Female,33.942928660307274,0.15,32616.401
AlcoholUseDisordersNumber,IRN,Male,115.88803008732134,1.25,33618.522
AlcoholUseDisordersNumber,IRQ,Both,1.1399605804928037,0.24,25163.845
AlcoholUseDisordersNumber,IRQ,Female,0.2923354166531003,0.061,12750.066
AlcoholUseDisordersNumber,IRQ,Male,0.8476251638397042,0.43,12413.78
AlcoholUseDisordersNumber,ISL,Both,8.737754457177408,8.07,292.626
AlcoholUseDisordersNumber,ISL,Female,1.8886030922820007,3.7,142.645
AlcoholUseDisordersNumber,ISL,Male,6.849151364895406,12.28,149.986
AlcoholUseDisordersNumber,ISR,Both,84.25373205293894,3.01,6222.604
AlcoholUseDisordersNumber,ISR,Female,13.352167348243793,1.28,3171.619
AlcoholUseDisordersNumber,ISR,Male,70.90156470469513,4.78,3050.987
AlcoholUseDisordersNumber,ITA,Both,312.0132777345671,7.97,52298.848999999995
AlcoholUseDisordersNumber,ITA,Female,55.4957612779536,3.54,27001.207000000002
AlcoholUseDisordersNumber,ITA,Male,256.51751645661324,12.72,25297.645
AlcoholUseDisordersNumber,JAM,Both,10.250190037627805,3.6,2226.776
AlcoholUseDisordersNumber,JAM,Female,1.9112125553378192,1.44,1131.526
AlcoholUseDisordersNumber,JAM,Male,8.33897748228998,5.83,1095.251
AlcoholUseDisordersNumber,JOR,Both,4.235399391195103,0.31,7120.015
AlcoholUseDisordersNumber,JOR,Female,0.1084953951491068,0.072,3397.022
AlcoholUseDisordersNumber,JOR,Male,4.126903996045996,0.52,3722.998
AlcoholUseDisordersNumber,JPN,Both,582.5577983446207,6.68,111031.064
AlcoholUseDisordersNumber,JPN,Female,73.77921991548813,2.89,57175.537
AlcoholUseDisordersNumber,JPN,Male,508.77857842913306,10.74,53855.529
AlcoholUseDisordersNumber,KAZ,Both,967.701180271574,4.52,13636.155
AlcoholUseDisordersNumber,KAZ,Female,174.31985128843206,1.43,7206.807
AlcoholUseDisordersNumber,KAZ,Male,793.3813289831418,8.06,6429.349
AlcoholUseDisordersNumber,KEN,Both,459.0393945819856,2.87,30788.828
AlcoholUseDisordersNumber,KEN,Female,160.27573677561728,1.0,15569.702000000001
AlcoholUseDisordersNumber,KEN,Male,298.76365780636826,4.78,15219.126
AlcoholUseDisordersNumber,KGZ,Both,314.6582275404672,4.95,4376.389
AlcoholUseDisordersNumber,KGZ,Female,41.58607595072223,1.47,2245.301
AlcoholUseDisordersNumber,KGZ,Male,273.07215158974503,8.7,2131.088
AlcoholUseDisordersNumber,KHM,Both,129.96734455562287,8.48,11318.757
AlcoholUseDisordersNumber,KHM,Female,5.931271546187205,3.43,5900.521
AlcoholUseDisordersNumber,KHM,Male,124.03607300943564,13.8,5418.239
AlcoholUseDisordersNumber,KIR,Both,0.4794472164627614,0.76,80.381
AlcoholUseDisordersNumber,KIR,Female,0.0640565015014384,0.26,42.489
AlcoholUseDisordersNumber,KIR,Male,0.4153907149613235,1.31,37.893
AlcoholUseDisordersNumber,KNA,Both,10.262181510077754,6.34,37.882
AlcoholUseDisordersNumber,KNA,Female,1.579330924965762,2.66,19.662
AlcoholUseDisordersNumber,KNA,Male,8.68285058511199,10.28,18.226
AlcoholUseDisordersNumber,KOR,Both,1024.9523642588642,8.19,45343.247
AlcoholUseDisordersNumber,KOR,Female,103.92125774895442,3.63,22764.874
AlcoholUseDisordersNumber,KOR,Male,921.0311065099096,12.79,22578.374
AlcoholUseDisordersNumber,KWT,Both,2.356803970351301,0.0,3519.214
AlcoholUseDisordersNumber,KWT,Female,0.1271072803160979,0.0,1283.693
AlcoholUseDisordersNumber,KWT,Male,2.2296966900352,0.0,2235.521
AlcoholUseDisordersNumber,LAO,Both,47.12797672867707,11.52,4927.323
AlcoholUseDisordersNumber,LAO,Female,2.5220047068877625,4.85,2463.817
AlcoholUseDisordersNumber,LAO,Male,44.605972021789306,18.15,2463.51
AlcoholUseDisordersNumber,LBN,Both,4.404737488344779,1.48,4177.424
AlcoholUseDisordersNumber,LBN,Female,0.9593255357131965,0.4,2185.58
AlcoholUseDisordersNumber,LBN,Male,3.4454119526315883,2.65,1991.843
AlcoholUseDisordersNumber,LBR,Both,47.44898179861938,3.64,2939.626
AlcoholUseDisordersNumber,LBR,Female,6.123992200650228,1.43,1490.202
AlcoholUseDisordersNumber,LBR,Male,41.32498959796909,5.94,1449.424
AlcoholUseDisordersNumber,LBY,Both,13.199833792660112,0.008,4873.854
AlcoholUseDisordersNumber,LBY,Female,2.900310616269248,0.002,2398.542
AlcoholUseDisordersNumber,LBY,Male,10.299523176390863,0.015,2475.314
AlcoholUseDisordersNumber,LCA,Both,9.187788375877018,9.47,143.769
AlcoholUseDisordersNumber,LCA,Female,1.9875266225480648,3.94,72.842
